table,column,dataset_id,predicted_semantic_type
IGlocations1_1,column_17,IGlocations1_1+column_17,state
IGlocations2_1,column_2,IGlocations2_1+column_2,city
IGlocations2_1,column_3,IGlocations2_1+column_3,country
IGlocations2_2,column_2,IGlocations2_2+column_2,city
IGlocations2_2,column_3,IGlocations2_2+column_3,country
IGlocations2_2,column_13,IGlocations2_2+column_13,state
IUBLibrary_1,column_8,IUBLibrary_1+column_8,format
IUBLibrary_1,column_12,IUBLibrary_1+column_12,language
IUBLibrary_1,column_23,IUBLibrary_1+column_23,type
MLB_1,column_40,MLB_1+column_40,teamName
MLB_10,column_32,MLB_10+column_32,teamName
MLB_10,column_37,MLB_10+column_37,year
MLB_11,column_32,MLB_11+column_32,teamName
MLB_12,column_40,MLB_12+column_40,teamName
MLB_12,column_45,MLB_12+column_45,year
MLB_13,column_40,MLB_13+column_40,teamName
MLB_13,column_45,MLB_13+column_45,year
MLB_14,column_40,MLB_14+column_40,teamName
MLB_14,column_45,MLB_14+column_45,year
MLB_15,column_60,MLB_15+column_60,teamName
MLB_15,column_65,MLB_15+column_65,year
MLB_16,column_60,MLB_16+column_60,teamName
MLB_16,column_65,MLB_16+column_65,year
MLB_17,column_60,MLB_17+column_60,teamName
MLB_18,column_60,MLB_18+column_60,teamName
MLB_18,column_65,MLB_18+column_65,year
MLB_19,column_52,MLB_19+column_52,teamName
MLB_19,column_58,MLB_19+column_58,year
MLB_2,column_22,MLB_2+column_22,year
MLB_20,column_52,MLB_20+column_52,teamName
MLB_20,column_58,MLB_20+column_58,year
MLB_21,column_52,MLB_21+column_52,teamName
MLB_22,column_53,MLB_22+column_53,teamName
MLB_23,column_53,MLB_23+column_53,teamName
MLB_23,column_58,MLB_23+column_58,year
MLB_24,column_53,MLB_24+column_53,teamName
MLB_25,column_53,MLB_25+column_53,teamName
MLB_26,column_53,MLB_26+column_53,teamName
MLB_26,column_58,MLB_26+column_58,year
MLB_27,column_58,MLB_27+column_58,year
MLB_28,column_53,MLB_28+column_53,teamName
MLB_28,column_58,MLB_28+column_58,year
MLB_29,column_53,MLB_29+column_53,teamName
MLB_3,column_6,MLB_3+column_6,day
MLB_3,column_22,MLB_3+column_22,year
MLB_30,column_58,MLB_30+column_58,year
MLB_31,column_52,MLB_31+column_52,teamName
MLB_32,column_52,MLB_32+column_52,teamName
MLB_32,column_57,MLB_32+column_57,year
MLB_33,column_52,MLB_33+column_52,teamName
MLB_33,column_57,MLB_33+column_57,year
MLB_35,column_52,MLB_35+column_52,teamName
MLB_35,column_57,MLB_35+column_57,year
MLB_36,column_52,MLB_36+column_52,teamName
MLB_36,column_57,MLB_36+column_57,year
MLB_37,column_52,MLB_37+column_52,teamName
MLB_37,column_57,MLB_37+column_57,year
MLB_38,column_41,MLB_38+column_41,teamName
MLB_38,column_46,MLB_38+column_46,year
MLB_39,column_41,MLB_39+column_41,teamName
MLB_39,column_46,MLB_39+column_46,year
MLB_4,column_6,MLB_4+column_6,day
MLB_4,column_22,MLB_4+column_22,year
MLB_40,column_41,MLB_40+column_41,teamName
MLB_40,column_46,MLB_40+column_46,year
MLB_41,column_50,MLB_41+column_50,teamName
MLB_41,column_55,MLB_41+column_55,year
MLB_42,column_50,MLB_42+column_50,teamName
MLB_42,column_55,MLB_42+column_55,year
MLB_43,column_55,MLB_43+column_55,year
MLB_44,column_50,MLB_44+column_50,teamName
MLB_44,column_55,MLB_44+column_55,year
MLB_45,column_63,MLB_45+column_63,year
MLB_46,column_58,MLB_46+column_58,teamName
MLB_46,column_63,MLB_46+column_63,year
MLB_47,column_63,MLB_47+column_63,year
MLB_48,column_58,MLB_48+column_58,teamName
MLB_48,column_63,MLB_48+column_63,year
MLB_49,column_54,MLB_49+column_54,teamName
MLB_49,column_59,MLB_49+column_59,year
MLB_5,column_8,MLB_5+column_8,day
MLB_5,column_27,MLB_5+column_27,year
MLB_50,column_54,MLB_50+column_54,teamName
MLB_50,column_59,MLB_50+column_59,year
MLB_51,column_54,MLB_51+column_54,teamName
MLB_51,column_59,MLB_51+column_59,year
MLB_52,column_15,MLB_52+column_15,year
MLB_54,column_58,MLB_54+column_58,teamName
MLB_55,column_58,MLB_55+column_58,teamName
MLB_55,column_63,MLB_55+column_63,year
MLB_56,column_58,MLB_56+column_58,teamName
MLB_57,column_22,MLB_57+column_22,year
MLB_58,column_59,MLB_58+column_59,teamName
MLB_59,column_59,MLB_59+column_59,teamName
MLB_59,column_65,MLB_59+column_65,year
MLB_6,column_27,MLB_6+column_27,year
MLB_60,column_59,MLB_60+column_59,teamName
MLB_60,column_65,MLB_60+column_65,year
MLB_62,column_65,MLB_62+column_65,year
MLB_63,column_58,MLB_63+column_58,team
MLB_63,column_59,MLB_63+column_59,teamName
MLB_64,column_58,MLB_64+column_58,team
MLB_64,column_64,MLB_64+column_64,year
MLB_66,column_8,MLB_66+column_8,day
MLB_66,column_29,MLB_66+column_29,year
MLB_67,column_22,MLB_67+column_22,year
MLB_68,column_27,MLB_68+column_27,year
MLB_7,column_37,MLB_7+column_37,year
MLB_9,column_37,MLB_9+column_37,year
NYC_1,column_7,NYC_1+column_7,city
NYC_1,column_27,NYC_1+column_27,location
NYC_2,column_7,NYC_2+column_7,city
NYC_2,column_27,NYC_2+column_27,location
RealEstate1_1,column_5,RealEstate1_1+column_5,duration
RealEstate1_2,column_2,RealEstate1_2+column_2,county
RealEstate1_2,column_5,RealEstate1_2+column_5,duration
RealEstate1_2,column_26,RealEstate1_2+column_26,year
RealEstate2_1,column_6,RealEstate2_1+column_6,duration
RealEstate2_3,column_6,RealEstate2_3+column_6,duration
RealEstate2_4,column_6,RealEstate2_4+column_6,duration
RealEstate2_5,column_2,RealEstate2_5+column_2,county
RealEstate2_5,column_6,RealEstate2_5+column_6,duration
RealEstate2_6,column_2,RealEstate2_6+column_2,county
RealEstate2_6,column_6,RealEstate2_6+column_6,duration
RealEstate2_7,column_2,RealEstate2_7+column_2,county
RealEstate2_7,column_6,RealEstate2_7+column_6,duration
Redfin1_1,column_41,Redfin1_1+column_41,state
Redfin1_2,column_4,Redfin1_2+column_4,city
Redfin1_2,column_41,Redfin1_2+column_41,state
Redfin1_3,column_4,Redfin1_3+column_4,city
Redfin1_3,column_36,Redfin1_3+column_36,region
Redfin1_3,column_41,Redfin1_3+column_41,state
Redfin1_4,column_4,Redfin1_4+column_4,city
Redfin1_4,column_36,Redfin1_4+column_36,region
Redfin1_4,column_41,Redfin1_4+column_41,state
Redfin2_1,column_4,Redfin2_1+column_4,city
Redfin2_1,column_36,Redfin2_1+column_36,region
Redfin2_1,column_41,Redfin2_1+column_41,state
Redfin2_2,column_36,Redfin2_2+column_36,region
Redfin2_2,column_41,Redfin2_2+column_41,state
Redfin2_3,column_4,Redfin2_3+column_4,city
Redfin2_3,column_36,Redfin2_3+column_36,region
Redfin2_3,column_41,Redfin2_3+column_41,state
Redfin3_1,column_4,Redfin3_1+column_4,city
Redfin3_1,column_39,Redfin3_1+column_39,region
Redfin3_1,column_44,Redfin3_1+column_44,state
Redfin3_2,column_4,Redfin3_2+column_4,city
Redfin4_1,column_40,Redfin4_1+column_40,region
Romance_1,column_8,Romance_1+column_8,location
Romance_2,column_8,Romance_2+column_8,location
TrainsUK1_4,column_8,TrainsUK1_4+column_8,operator
YaleLanguages_1,column_15,YaleLanguages_1+column_15,language
YaleLanguages_5,column_15,YaleLanguages_5+column_15,language
