table,column,dataset_id,predicted_semantic_type
MLB_25,column_50,MLB_25+column_50,team
MLB_25,column_58,MLB_25+column_58,year
MLB_26,column_50,MLB_26+column_50,team
MLB_26,column_53,MLB_26+column_53,teamName
MLB_26,column_58,MLB_26+column_58,year
MLB_27,column_50,MLB_27+column_50,team
MLB_27,column_58,MLB_27+column_58,year
MLB_29,column_50,MLB_29+column_50,team
MLB_29,column_58,MLB_29+column_58,year
MLB_2,column_22,MLB_2+column_22,year
MLB_30,column_50,MLB_30+column_50,team
MLB_30,column_58,MLB_30+column_58,year
MLB_32,column_50,MLB_32+column_50,team
MLB_32,column_57,MLB_32+column_57,year
MLB_33,column_50,MLB_33+column_50,team
MLB_33,column_57,MLB_33+column_57,year
MLB_35,column_50,MLB_35+column_50,team
MLB_35,column_57,MLB_35+column_57,year
MLB_36,column_50,MLB_36+column_50,team
MLB_36,column_57,MLB_36+column_57,year
MLB_37,column_57,MLB_37+column_57,year
MLB_38,column_38,MLB_38+column_38,team
MLB_38,column_46,MLB_38+column_46,year
MLB_39,column_38,MLB_39+column_38,team
MLB_39,column_46,MLB_39+column_46,year
MLB_3,column_22,MLB_3+column_22,year
MLB_4,column_22,MLB_4+column_22,year
MLB_40,column_38,MLB_40+column_38,team
MLB_40,column_46,MLB_40+column_46,year
MLB_41,column_55,MLB_41+column_55,year
MLB_42,column_48,MLB_42+column_48,team
MLB_42,column_55,MLB_42+column_55,year
MLB_43,column_48,MLB_43+column_48,team
MLB_43,column_55,MLB_43+column_55,year
MLB_44,column_55,MLB_44+column_55,year
MLB_45,column_63,MLB_45+column_63,year
MLB_46,column_63,MLB_46+column_63,year
MLB_48,column_63,MLB_48+column_63,year
MLB_49,column_59,MLB_49+column_59,year
MLB_50,column_59,MLB_50+column_59,year
MLB_51,column_59,MLB_51+column_59,year
MLB_53,column_56,MLB_53+column_56,team
MLB_54,column_63,MLB_54+column_63,year
MLB_55,column_56,MLB_55+column_56,team
MLB_55,column_63,MLB_55+column_63,year
MLB_56,column_56,MLB_56+column_56,team
MLB_56,column_63,MLB_56+column_63,year
MLB_58,column_65,MLB_58+column_65,year
MLB_59,column_65,MLB_59+column_65,year
MLB_5,column_11,MLB_5+column_11,day
MLB_60,column_65,MLB_60+column_65,year
MLB_61,column_65,MLB_61+column_65,year
MLB_62,column_65,MLB_62+column_65,year
MLB_63,column_52,MLB_63+column_52,day
MLB_63,column_56,MLB_63+column_56,team
MLB_64,column_52,MLB_64+column_52,day
MLB_64,column_56,MLB_64+column_56,team
MLB_64,column_64,MLB_64+column_64,year
MLB_65,column_52,MLB_65+column_52,day
MLB_65,column_56,MLB_65+column_56,team
MLB_65,column_64,MLB_65+column_64,year
MLB_66,column_12,MLB_66+column_12,day
MLB_66,column_24,MLB_66+column_24,position
MLB_66,column_29,MLB_66+column_29,year
MLB_67,column_22,MLB_67+column_22,year
MLB_68,column_11,MLB_68+column_11,day
MLB_7,column_29,MLB_7+column_29,team
MLB_7,column_37,MLB_7+column_37,year
MLB_8,column_37,MLB_8+column_37,year
MLB_9,column_29,MLB_9+column_29,team
NYC_1,column_5,NYC_1+column_5,address
NYC_1,column_16,NYC_1+column_16,address
NYC_1,column_18,NYC_1+column_18,address
NYC_1,column_19,NYC_1+column_19,address
NYC_2,column_2,NYC_2+column_2,organisation
NYC_2,column_16,NYC_2+column_16,address
NYC_2,column_18,NYC_2+column_18,address
NYC_2,column_19,NYC_2+column_19,address
PanCreactomy1_1,column_13,PanCreactomy1_1+column_13,city
PanCreactomy1_1,column_14,PanCreactomy1_1+column_14,country
PanCreactomy2_1,column_13,PanCreactomy2_1+column_13,city
PanCreactomy2_1,column_14,PanCreactomy2_1+column_14,country
PanCreactomy2_1,column_19,PanCreactomy2_1+column_19,state
PanCreactomy2_2,column_13,PanCreactomy2_2+column_13,city
PanCreactomy2_2,column_14,PanCreactomy2_2+column_14,country
Physicians_1,column_19,Physicians_1+column_19,state
Provider_1,column_6,Provider_1+column_6,code
Provider_1,column_7,Provider_1+column_7,description
Provider_1,column_13,Provider_1+column_13,city
Provider_1,column_14,Provider_1+column_14,country
Provider_1,column_19,Provider_1+column_19,state
Provider_2,column_6,Provider_2+column_6,code
Provider_2,column_13,Provider_2+column_13,city
Provider_2,column_14,Provider_2+column_14,country
Provider_2,column_19,Provider_2+column_19,state
Provider_3,column_6,Provider_3+column_6,code
Provider_3,column_14,Provider_3+column_14,country
Provider_4,column_6,Provider_4+column_6,code
Provider_4,column_7,Provider_4+column_7,description
Provider_4,column_13,Provider_4+column_13,city
Provider_4,column_19,Provider_4+column_19,state
Provider_5,column_6,Provider_5+column_6,code
Provider_5,column_7,Provider_5+column_7,description
Provider_5,column_13,Provider_5+column_13,city
Provider_5,column_14,Provider_5+column_14,country
Provider_5,column_19,Provider_5+column_19,state
Provider_6,column_13,Provider_6+column_13,city
Provider_7,column_6,Provider_7+column_6,code
Provider_7,column_7,Provider_7+column_7,description
Provider_7,column_13,Provider_7+column_13,city
Provider_7,column_19,Provider_7+column_19,state
Provider_8,column_7,Provider_8+column_7,description
Provider_8,column_13,Provider_8+column_13,city
Provider_8,column_14,Provider_8+column_14,country
RealEstate1_1,column_1,RealEstate1_1+column_1,address
RealEstate1_1,column_2,RealEstate1_1+column_2,county
RealEstate1_1,column_12,RealEstate1_1+column_12,region
RealEstate1_2,column_2,RealEstate1_2+column_2,county
RealEstate1_2,column_7,RealEstate1_2+column_7,location
RealEstate1_2,column_12,RealEstate1_2+column_12,region
RealEstate2_1,column_1,RealEstate2_1+column_1,address
RealEstate2_1,column_2,RealEstate2_1+column_2,county
RealEstate2_1,column_3,RealEstate2_1+column_3,county
RealEstate2_1,column_14,RealEstate2_1+column_14,region
RealEstate2_2,column_1,RealEstate2_2+column_1,address
RealEstate2_2,column_2,RealEstate2_2+column_2,county
RealEstate2_2,column_3,RealEstate2_2+column_3,county
RealEstate2_2,column_14,RealEstate2_2+column_14,region
RealEstate2_3,column_1,RealEstate2_3+column_1,address
RealEstate2_3,column_3,RealEstate2_3+column_3,county
RealEstate2_3,column_6,RealEstate2_3+column_6,duration
RealEstate2_4,column_1,RealEstate2_4+column_1,address
RealEstate2_4,column_2,RealEstate2_4+column_2,county
RealEstate2_4,column_3,RealEstate2_4+column_3,county
RealEstate2_4,column_6,RealEstate2_4+column_6,duration
RealEstate2_4,column_14,RealEstate2_4+column_14,region
RealEstate2_5,column_3,RealEstate2_5+column_3,county
RealEstate2_5,column_6,RealEstate2_5+column_6,duration
RealEstate2_5,column_14,RealEstate2_5+column_14,region
RealEstate2_6,column_1,RealEstate2_6+column_1,address
RealEstate2_6,column_3,RealEstate2_6+column_3,county
RealEstate2_6,column_14,RealEstate2_6+column_14,region
RealEstate2_7,column_1,RealEstate2_7+column_1,address
RealEstate2_7,column_2,RealEstate2_7+column_2,county
RealEstate2_7,column_3,RealEstate2_7+column_3,county
RealEstate2_7,column_6,RealEstate2_7+column_6,duration
RealEstate2_7,column_14,RealEstate2_7+column_14,region
Redfin1_1,column_42,Redfin1_1+column_42,state
Redfin1_2,column_42,Redfin1_2+column_42,state
Redfin1_3,column_42,Redfin1_3+column_42,state
Redfin2_1,column_42,Redfin2_1+column_42,state
Redfin2_2,column_42,Redfin2_2+column_42,state
Redfin3_1,column_45,Redfin3_1+column_45,state
Redfin3_2,column_45,Redfin3_2+column_45,state
Redfin4_1,column_46,Redfin4_1+column_46,state
Romance_1,column_8,Romance_1+column_8,address
Romance_2,column_9,Romance_2+column_9,collection
Taxpayer_1,column_6,Taxpayer_1+column_6,code
Taxpayer_1,column_14,Taxpayer_1+column_14,country
Taxpayer_1,column_19,Taxpayer_1+column_19,state
Taxpayer_10,column_6,Taxpayer_10+column_6,code
Taxpayer_10,column_7,Taxpayer_10+column_7,description
Taxpayer_10,column_13,Taxpayer_10+column_13,city
Taxpayer_2,column_6,Taxpayer_2+column_6,code
Taxpayer_2,column_7,Taxpayer_2+column_7,description
Taxpayer_2,column_14,Taxpayer_2+column_14,country
Taxpayer_2,column_19,Taxpayer_2+column_19,state
Taxpayer_3,column_6,Taxpayer_3+column_6,code
Taxpayer_3,column_13,Taxpayer_3+column_13,city
Taxpayer_3,column_19,Taxpayer_3+column_19,state
Taxpayer_4,column_7,Taxpayer_4+column_7,description
Taxpayer_4,column_13,Taxpayer_4+column_13,city
Taxpayer_4,column_14,Taxpayer_4+column_14,country
Taxpayer_4,column_19,Taxpayer_4+column_19,state
Taxpayer_5,column_6,Taxpayer_5+column_6,code
Taxpayer_5,column_13,Taxpayer_5+column_13,city
Taxpayer_6,column_6,Taxpayer_6+column_6,code
Taxpayer_6,column_7,Taxpayer_6+column_7,description
Taxpayer_6,column_13,Taxpayer_6+column_13,city
Taxpayer_6,column_14,Taxpayer_6+column_14,country
Taxpayer_7,column_6,Taxpayer_7+column_6,code
Taxpayer_7,column_7,Taxpayer_7+column_7,description
Taxpayer_7,column_13,Taxpayer_7+column_13,city
Taxpayer_7,column_14,Taxpayer_7+column_14,country
Taxpayer_8,column_6,Taxpayer_8+column_6,code
Taxpayer_8,column_19,Taxpayer_8+column_19,state
Taxpayer_9,column_6,Taxpayer_9+column_6,code
Taxpayer_9,column_7,Taxpayer_9+column_7,description
Taxpayer_9,column_19,Taxpayer_9+column_19,state
TrainsUK1_4,column_7,TrainsUK1_4+column_7,operator
TrainsUK1_4,column_15,TrainsUK1_4+column_15,ranking
Wins_2,column_460,Wins_2+column_460,sex
Wins_2,column_604,Wins_2+column_604,owner
Wins_3,column_460,Wins_3+column_460,sex
Wins_3,column_529,Wins_3+column_529,weight
Wins_3,column_597,Wins_3+column_597,class
Wins_3,column_604,Wins_3+column_604,owner
Wins_4,column_529,Wins_4+column_529,weight
Wins_4,column_604,Wins_4+column_604,owner
YaleLanguages_2,column_1,YaleLanguages_2+column_1,format
YaleLanguages_2,column_11,YaleLanguages_2+column_11,range
YaleLanguages_2,column_15,YaleLanguages_2+column_15,language
YaleLanguages_3,column_1,YaleLanguages_3+column_1,format
YaleLanguages_3,column_11,YaleLanguages_3+column_11,range
YaleLanguages_4,column_1,YaleLanguages_4+column_1,format
YaleLanguages_5,column_1,YaleLanguages_5+column_1,format
