table,column,dataset_id,already_labeled,semanticType,cluster_label,predicted_type
RealEstate2_4,column_1,RealEstate2_4+column_1,True,address,2,address
RealEstate2_4,column_6,RealEstate2_4+column_6,True,duration,138,duration
RealEstate2_6,column_2,RealEstate2_6+column_2,True,county,61,county
RealEstate2_7,column_2,RealEstate2_7+column_2,True,county,61,county
Redfin2_1,column_30,Redfin2_1+column_30,True,duration,86,duration
Redfin2_2,column_30,Redfin2_2+column_30,True,duration,86,duration
Redfin2_3,column_36,Redfin2_3+column_36,True,region,47,region
Redfin4_1,column_4,Redfin4_1+column_4,True,city,16,city
Redfin4_1,column_34,Redfin4_1+column_34,True,duration,86,duration
Redfin4_1,column_40,Redfin4_1+column_40,True,region,47,region
Romance_1,column_9,Romance_1+column_9,True,collection,98,collection
Romance_2,column_9,Romance_2+column_9,True,collection,98,collection
Taxpayer_2,column_13,Taxpayer_2+column_13,True,city,220,city
Taxpayer_4,column_6,Taxpayer_4+column_6,True,code,113,code
Taxpayer_6,column_7,Taxpayer_6+column_7,True,description,117,description
Taxpayer_6,column_14,Taxpayer_6+column_14,True,country,95,country
Taxpayer_7,column_13,Taxpayer_7+column_13,True,city,220,city
Taxpayer_7,column_16,Taxpayer_7+column_16,True,gender,162,gender
Taxpayer_8,column_16,Taxpayer_8+column_16,True,gender,162,gender
TrainsUK1_2,column_8,TrainsUK1_2+column_8,True,operator,48,operator
TrainsUK1_3,column_7,TrainsUK1_3+column_7,True,operator,129,operator
TrainsUK1_3,column_8,TrainsUK1_3+column_8,True,operator,48,operator
TrainsUK1_3,column_15,TrainsUK1_3+column_15,True,ranking,93,ranking
TrainsUK1_4,column_7,TrainsUK1_4+column_7,True,operator,129,operator
TrainsUK1_4,column_12,TrainsUK1_4+column_12,True,location,39,location
TrainsUK1_4,column_15,TrainsUK1_4+column_15,True,ranking,93,ranking
TrainsUK2_1,column_16,TrainsUK2_1+column_16,True,code,169,code
TrainsUK2_2,column_4,TrainsUK2_2+column_4,True,operator,48,operator
TrainsUK2_2,column_10,TrainsUK2_2+column_10,True,city,39,city
Wins_1,column_151,Wins_1+column_151,True,sex,121,sex
Wins_1,column_182,Wins_1+column_182,True,weight,205,weight
Wins_1,column_242,Wins_1+column_242,True,owner,12,owner
Wins_2,column_460,Wins_2+column_460,True,sex,130,sex
Wins_2,column_529,Wins_2+column_529,True,weight,64,weight
Wins_2,column_604,Wins_2+column_604,True,owner,12,owner
Wins_3,column_460,Wins_3+column_460,True,sex,130,sex
Wins_3,column_529,Wins_3+column_529,True,weight,64,weight
Wins_3,column_584,Wins_3+column_584,True,class,15,class
Wins_3,column_604,Wins_3+column_604,True,owner,12,owner
Wins_4,column_460,Wins_4+column_460,True,sex,130,sex
Wins_4,column_529,Wins_4+column_529,True,weight,64,weight
Wins_4,column_597,Wins_4+column_597,True,class,53,class
Wins_4,column_604,Wins_4+column_604,True,owner,12,owner
YaleLanguages_1,column_1,YaleLanguages_1+column_1,True,format,44,format
YaleLanguages_1,column_10,YaleLanguages_1+column_10,True,range,49,range
YaleLanguages_1,column_15,YaleLanguages_1+column_15,True,language,63,language
YaleLanguages_2,column_1,YaleLanguages_2+column_1,True,format,44,format
YaleLanguages_3,column_1,YaleLanguages_3+column_1,True,format,44,format
YaleLanguages_3,column_10,YaleLanguages_3+column_10,True,range,49,range
YaleLanguages_4,column_1,YaleLanguages_4+column_1,True,format,44,format
YaleLanguages_4,column_6,YaleLanguages_4+column_6,True,class,24,class
YaleLanguages_4,column_8,YaleLanguages_4+column_8,True,class,17,class
YaleLanguages_4,column_10,YaleLanguages_4+column_10,True,range,49,range
YaleLanguages_4,column_15,YaleLanguages_4+column_15,True,language,91,language
YaleLanguages_5,column_1,YaleLanguages_5+column_1,True,format,44,format
YaleLanguages_5,column_5,YaleLanguages_5+column_5,True,class,11,class
YaleLanguages_5,column_10,YaleLanguages_5+column_10,True,range,49,range
YaleLanguages_5,column_11,YaleLanguages_5+column_11,True,range,57,range
CityMaxCapita_1,column_1,CityMaxCapita_1+column_1,False,state,135,None
CityMaxCapita_1,column_2,CityMaxCapita_1+column_2,False,city,58,None
CityMaxCapita_1,column_20,CityMaxCapita_1+column_20,False,region,45,region
CityMaxCapita_1,column_22,CityMaxCapita_1+column_22,False,country,175,None
CityMaxCapita_1,column_30,CityMaxCapita_1+column_30,False,name,112,None
CMSprovider_1,column_5,CMSprovider_1+column_5,False,code,115,None
CMSprovider_1,column_12,CMSprovider_1+column_12,False,code,100,None
CMSprovider_1,column_13,CMSprovider_1+column_13,False,city,220,city
CMSprovider_1,column_14,CMSprovider_1+column_14,False,country,95,country
CMSprovider_1,column_16,CMSprovider_1+column_16,False,state,21,state
CMSprovider_1,column_17,CMSprovider_1+column_17,False,address,198,address
CMSprovider_1,column_22,CMSprovider_1+column_22,False,type,109,type
CMSprovider_2,column_12,CMSprovider_2+column_12,False,code,100,None
CMSprovider_2,column_13,CMSprovider_2+column_13,False,city,220,city
CMSprovider_2,column_14,CMSprovider_2+column_14,False,country,95,country
CMSprovider_2,column_15,CMSprovider_2+column_15,False,gender,162,gender
CMSprovider_2,column_17,CMSprovider_2+column_17,False,address,198,address
CMSprovider_2,column_18,CMSprovider_2+column_18,False,address,229,None
CMSprovider_2,column_22,CMSprovider_2+column_22,False,type,109,type
CommonGovernment_10,column_3,CommonGovernment_10+column_3,False,name,10,name
CommonGovernment_10,column_4,CommonGovernment_10+column_4,False,code,71,None
CommonGovernment_10,column_6,CommonGovernment_10+column_6,False,type,84,type
CommonGovernment_10,column_8,CommonGovernment_10+column_8,False,type,133,None
CommonGovernment_10,column_11,CommonGovernment_10+column_11,False,code,67,None
CommonGovernment_10,column_13,CommonGovernment_10+column_13,False,type,82,code
CommonGovernment_10,column_14,CommonGovernment_10+column_14,False,name,69,None
CommonGovernment_10,column_15,CommonGovernment_10+column_15,False,state,178,state
CommonGovernment_10,column_22,CommonGovernment_10+column_22,False,description,10,name
CommonGovernment_10,column_28,CommonGovernment_10+column_28,False,name,10,name
CommonGovernment_10,column_41,CommonGovernment_10+column_41,False,code,81,code
CommonGovernment_10,column_42,CommonGovernment_10+column_42,False,description,51,None
CommonGovernment_10,column_43,CommonGovernment_10+column_43,False,code,81,code
CommonGovernment_10,column_44,CommonGovernment_10+column_44,False,description,68,None
CommonGovernment_10,column_49,CommonGovernment_10+column_49,False,name,99,name
CommonGovernment_10,column_53,CommonGovernment_10+column_53,False,name,73,None
CommonGovernment_10,column_55,CommonGovernment_10+column_55,False,year,9,year
CommonGovernment_11,column_3,CommonGovernment_11+column_3,False,name,10,name
CommonGovernment_11,column_4,CommonGovernment_11+column_4,False,code,71,None
CommonGovernment_11,column_6,CommonGovernment_11+column_6,False,type,84,type
CommonGovernment_11,column_8,CommonGovernment_11+column_8,False,type,133,None
CommonGovernment_11,column_12,CommonGovernment_11+column_12,False,name,52,None
CommonGovernment_11,column_13,CommonGovernment_11+column_13,False,type,82,code
CommonGovernment_11,column_14,CommonGovernment_11+column_14,False,name,69,None
CommonGovernment_11,column_15,CommonGovernment_11+column_15,False,state,178,state
CommonGovernment_11,column_16,CommonGovernment_11+column_16,False,code,71,None
CommonGovernment_11,column_22,CommonGovernment_11+column_22,False,description,10,name
CommonGovernment_11,column_28,CommonGovernment_11+column_28,False,name,10,name
CommonGovernment_11,column_32,CommonGovernment_11+column_32,False,category,38,category
CommonGovernment_11,column_34,CommonGovernment_11+column_34,False,code,96,code
CommonGovernment_11,column_35,CommonGovernment_11+column_35,False,name,30,name
CommonGovernment_11,column_41,CommonGovernment_11+column_41,False,code,81,code
CommonGovernment_11,column_42,CommonGovernment_11+column_42,False,description,51,None
CommonGovernment_11,column_43,CommonGovernment_11+column_43,False,code,81,code
CommonGovernment_11,column_44,CommonGovernment_11+column_44,False,description,68,None
CommonGovernment_11,column_49,CommonGovernment_11+column_49,False,name,99,name
CommonGovernment_12,column_3,CommonGovernment_12+column_3,False,name,10,name
CommonGovernment_12,column_4,CommonGovernment_12+column_4,False,code,71,None
CommonGovernment_12,column_6,CommonGovernment_12+column_6,False,type,84,type
CommonGovernment_12,column_7,CommonGovernment_12+column_7,False,code,82,code
CommonGovernment_12,column_8,CommonGovernment_12+column_8,False,type,133,None
CommonGovernment_12,column_11,CommonGovernment_12+column_11,False,code,67,None
CommonGovernment_12,column_12,CommonGovernment_12+column_12,False,name,52,None
CommonGovernment_12,column_13,CommonGovernment_12+column_13,False,type,82,code
CommonGovernment_12,column_14,CommonGovernment_12+column_14,False,name,69,None
CommonGovernment_12,column_16,CommonGovernment_12+column_16,False,code,71,None
CommonGovernment_12,column_22,CommonGovernment_12+column_22,False,description,10,name
CommonGovernment_12,column_28,CommonGovernment_12+column_28,False,name,10,name
CommonGovernment_12,column_32,CommonGovernment_12+column_32,False,category,38,category
CommonGovernment_12,column_34,CommonGovernment_12+column_34,False,code,96,code
CommonGovernment_12,column_35,CommonGovernment_12+column_35,False,name,30,name
CommonGovernment_12,column_41,CommonGovernment_12+column_41,False,code,81,code
CommonGovernment_12,column_42,CommonGovernment_12+column_42,False,description,51,None
CommonGovernment_12,column_43,CommonGovernment_12+column_43,False,code,81,code
CommonGovernment_12,column_44,CommonGovernment_12+column_44,False,description,68,None
CommonGovernment_12,column_49,CommonGovernment_12+column_49,False,name,99,name
CommonGovernment_12,column_53,CommonGovernment_12+column_53,False,name,73,None
CommonGovernment_12,column_55,CommonGovernment_12+column_55,False,year,9,year
CommonGovernment_13,column_4,CommonGovernment_13+column_4,False,code,71,None
CommonGovernment_13,column_6,CommonGovernment_13+column_6,False,type,84,type
CommonGovernment_13,column_7,CommonGovernment_13+column_7,False,code,82,code
CommonGovernment_13,column_8,CommonGovernment_13+column_8,False,type,133,None
CommonGovernment_13,column_11,CommonGovernment_13+column_11,False,code,67,None
CommonGovernment_13,column_12,CommonGovernment_13+column_12,False,name,52,None
CommonGovernment_13,column_13,CommonGovernment_13+column_13,False,type,82,code
CommonGovernment_13,column_14,CommonGovernment_13+column_14,False,name,69,None
CommonGovernment_13,column_15,CommonGovernment_13+column_15,False,state,178,state
CommonGovernment_13,column_22,CommonGovernment_13+column_22,False,description,10,name
CommonGovernment_13,column_28,CommonGovernment_13+column_28,False,name,10,name
CommonGovernment_13,column_32,CommonGovernment_13+column_32,False,category,38,category
CommonGovernment_13,column_41,CommonGovernment_13+column_41,False,code,81,code
CommonGovernment_13,column_43,CommonGovernment_13+column_43,False,code,81,code
CommonGovernment_13,column_44,CommonGovernment_13+column_44,False,description,68,None
CommonGovernment_13,column_49,CommonGovernment_13+column_49,False,name,99,name
CommonGovernment_13,column_53,CommonGovernment_13+column_53,False,name,73,None
CommonGovernment_13,column_55,CommonGovernment_13+column_55,False,year,9,year
CommonGovernment_1,column_3,CommonGovernment_1+column_3,False,name,10,name
CommonGovernment_1,column_4,CommonGovernment_1+column_4,False,code,71,None
CommonGovernment_1,column_6,CommonGovernment_1+column_6,False,type,84,type
CommonGovernment_1,column_7,CommonGovernment_1+column_7,False,code,82,code
CommonGovernment_1,column_8,CommonGovernment_1+column_8,False,type,133,None
CommonGovernment_1,column_11,CommonGovernment_1+column_11,False,code,67,None
CommonGovernment_1,column_12,CommonGovernment_1+column_12,False,name,52,None
CommonGovernment_1,column_13,CommonGovernment_1+column_13,False,type,82,code
CommonGovernment_1,column_14,CommonGovernment_1+column_14,False,name,69,None
CommonGovernment_1,column_15,CommonGovernment_1+column_15,False,state,178,state
CommonGovernment_1,column_16,CommonGovernment_1+column_16,False,code,71,None
CommonGovernment_1,column_22,CommonGovernment_1+column_22,False,description,10,name
CommonGovernment_1,column_28,CommonGovernment_1+column_28,False,name,10,name
CommonGovernment_1,column_32,CommonGovernment_1+column_32,False,category,38,category
CommonGovernment_1,column_41,CommonGovernment_1+column_41,False,code,81,code
CommonGovernment_1,column_42,CommonGovernment_1+column_42,False,description,51,None
CommonGovernment_1,column_43,CommonGovernment_1+column_43,False,code,81,code
CommonGovernment_1,column_44,CommonGovernment_1+column_44,False,description,68,None
CommonGovernment_1,column_49,CommonGovernment_1+column_49,False,name,99,name
CommonGovernment_1,column_53,CommonGovernment_1+column_53,False,name,73,None
CommonGovernment_1,column_55,CommonGovernment_1+column_55,False,year,9,year
CommonGovernment_2,column_3,CommonGovernment_2+column_3,False,name,10,name
CommonGovernment_2,column_4,CommonGovernment_2+column_4,False,code,71,None
CommonGovernment_2,column_6,CommonGovernment_2+column_6,False,type,84,type
CommonGovernment_2,column_7,CommonGovernment_2+column_7,False,code,82,code
CommonGovernment_2,column_8,CommonGovernment_2+column_8,False,type,133,None
CommonGovernment_2,column_11,CommonGovernment_2+column_11,False,code,67,None
CommonGovernment_2,column_13,CommonGovernment_2+column_13,False,type,82,code
CommonGovernment_2,column_14,CommonGovernment_2+column_14,False,name,69,None
CommonGovernment_2,column_15,CommonGovernment_2+column_15,False,state,178,state
CommonGovernment_2,column_16,CommonGovernment_2+column_16,False,code,71,None
CommonGovernment_2,column_22,CommonGovernment_2+column_22,False,description,10,name
CommonGovernment_2,column_28,CommonGovernment_2+column_28,False,name,10,name
CommonGovernment_2,column_32,CommonGovernment_2+column_32,False,category,38,category
CommonGovernment_2,column_33,CommonGovernment_2+column_33,False,category,104,category
CommonGovernment_2,column_34,CommonGovernment_2+column_34,False,code,96,code
CommonGovernment_2,column_35,CommonGovernment_2+column_35,False,name,30,name
CommonGovernment_2,column_41,CommonGovernment_2+column_41,False,code,81,code
CommonGovernment_2,column_42,CommonGovernment_2+column_42,False,description,51,None
CommonGovernment_2,column_43,CommonGovernment_2+column_43,False,code,81,code
CommonGovernment_2,column_49,CommonGovernment_2+column_49,False,name,99,name
CommonGovernment_2,column_53,CommonGovernment_2+column_53,False,name,73,None
CommonGovernment_2,column_55,CommonGovernment_2+column_55,False,year,9,year
CommonGovernment_3,column_3,CommonGovernment_3+column_3,False,name,10,name
CommonGovernment_3,column_4,CommonGovernment_3+column_4,False,code,71,None
CommonGovernment_3,column_6,CommonGovernment_3+column_6,False,type,84,type
CommonGovernment_3,column_7,CommonGovernment_3+column_7,False,code,82,code
CommonGovernment_3,column_8,CommonGovernment_3+column_8,False,type,133,None
CommonGovernment_3,column_11,CommonGovernment_3+column_11,False,code,67,None
CommonGovernment_3,column_15,CommonGovernment_3+column_15,False,state,178,state
CommonGovernment_3,column_22,CommonGovernment_3+column_22,False,description,10,name
CommonGovernment_3,column_33,CommonGovernment_3+column_33,False,category,104,category
CommonGovernment_3,column_34,CommonGovernment_3+column_34,False,code,96,code
CommonGovernment_3,column_35,CommonGovernment_3+column_35,False,name,30,name
CommonGovernment_3,column_41,CommonGovernment_3+column_41,False,code,81,code
CommonGovernment_3,column_42,CommonGovernment_3+column_42,False,description,51,None
CommonGovernment_3,column_44,CommonGovernment_3+column_44,False,description,68,None
CommonGovernment_3,column_49,CommonGovernment_3+column_49,False,name,99,name
CommonGovernment_3,column_53,CommonGovernment_3+column_53,False,name,73,None
CommonGovernment_3,column_55,CommonGovernment_3+column_55,False,year,9,year
CommonGovernment_4,column_4,CommonGovernment_4+column_4,False,code,71,None
CommonGovernment_4,column_6,CommonGovernment_4+column_6,False,type,84,type
CommonGovernment_4,column_7,CommonGovernment_4+column_7,False,code,82,code
CommonGovernment_4,column_8,CommonGovernment_4+column_8,False,type,133,None
CommonGovernment_4,column_12,CommonGovernment_4+column_12,False,name,52,None
CommonGovernment_4,column_13,CommonGovernment_4+column_13,False,type,82,code
CommonGovernment_4,column_14,CommonGovernment_4+column_14,False,name,69,None
CommonGovernment_4,column_15,CommonGovernment_4+column_15,False,state,178,state
CommonGovernment_4,column_16,CommonGovernment_4+column_16,False,code,71,None
CommonGovernment_4,column_22,CommonGovernment_4+column_22,False,description,10,name
CommonGovernment_4,column_28,CommonGovernment_4+column_28,False,name,10,name
CommonGovernment_4,column_33,CommonGovernment_4+column_33,False,category,104,category
CommonGovernment_4,column_34,CommonGovernment_4+column_34,False,code,96,code
CommonGovernment_4,column_41,CommonGovernment_4+column_41,False,code,81,code
CommonGovernment_4,column_42,CommonGovernment_4+column_42,False,description,51,None
CommonGovernment_4,column_43,CommonGovernment_4+column_43,False,code,81,code
CommonGovernment_4,column_44,CommonGovernment_4+column_44,False,description,68,None
CommonGovernment_4,column_49,CommonGovernment_4+column_49,False,name,99,name
CommonGovernment_4,column_53,CommonGovernment_4+column_53,False,name,73,None
CommonGovernment_4,column_55,CommonGovernment_4+column_55,False,year,9,year
CommonGovernment_5,column_3,CommonGovernment_5+column_3,False,name,10,name
CommonGovernment_5,column_4,CommonGovernment_5+column_4,False,code,71,None
CommonGovernment_5,column_6,CommonGovernment_5+column_6,False,type,84,type
CommonGovernment_5,column_8,CommonGovernment_5+column_8,False,type,133,None
CommonGovernment_5,column_11,CommonGovernment_5+column_11,False,code,67,None
CommonGovernment_5,column_12,CommonGovernment_5+column_12,False,name,52,None
CommonGovernment_5,column_14,CommonGovernment_5+column_14,False,name,69,None
CommonGovernment_5,column_15,CommonGovernment_5+column_15,False,state,178,state
CommonGovernment_5,column_16,CommonGovernment_5+column_16,False,code,71,None
CommonGovernment_5,column_22,CommonGovernment_5+column_22,False,description,10,name
CommonGovernment_5,column_32,CommonGovernment_5+column_32,False,category,38,category
CommonGovernment_5,column_33,CommonGovernment_5+column_33,False,category,104,category
CommonGovernment_5,column_34,CommonGovernment_5+column_34,False,code,96,code
CommonGovernment_5,column_41,CommonGovernment_5+column_41,False,code,81,code
CommonGovernment_5,column_43,CommonGovernment_5+column_43,False,code,81,code
CommonGovernment_5,column_44,CommonGovernment_5+column_44,False,description,68,None
CommonGovernment_5,column_53,CommonGovernment_5+column_53,False,name,73,None
CommonGovernment_5,column_55,CommonGovernment_5+column_55,False,year,9,year
CommonGovernment_6,column_3,CommonGovernment_6+column_3,False,name,10,name
CommonGovernment_6,column_6,CommonGovernment_6+column_6,False,type,84,type
CommonGovernment_6,column_7,CommonGovernment_6+column_7,False,code,82,code
CommonGovernment_6,column_8,CommonGovernment_6+column_8,False,type,133,None
CommonGovernment_6,column_11,CommonGovernment_6+column_11,False,code,67,None
CommonGovernment_6,column_12,CommonGovernment_6+column_12,False,name,52,None
CommonGovernment_6,column_13,CommonGovernment_6+column_13,False,type,82,code
CommonGovernment_6,column_14,CommonGovernment_6+column_14,False,name,69,None
CommonGovernment_6,column_16,CommonGovernment_6+column_16,False,code,71,None
CommonGovernment_6,column_22,CommonGovernment_6+column_22,False,description,10,name
CommonGovernment_6,column_33,CommonGovernment_6+column_33,False,category,104,category
CommonGovernment_6,column_41,CommonGovernment_6+column_41,False,code,81,code
CommonGovernment_6,column_42,CommonGovernment_6+column_42,False,description,51,None
CommonGovernment_6,column_43,CommonGovernment_6+column_43,False,code,81,code
CommonGovernment_6,column_44,CommonGovernment_6+column_44,False,description,68,None
CommonGovernment_6,column_53,CommonGovernment_6+column_53,False,name,73,None
CommonGovernment_6,column_55,CommonGovernment_6+column_55,False,year,9,year
CommonGovernment_7,column_3,CommonGovernment_7+column_3,False,name,10,name
CommonGovernment_7,column_7,CommonGovernment_7+column_7,False,code,82,code
CommonGovernment_7,column_8,CommonGovernment_7+column_8,False,type,133,None
CommonGovernment_7,column_11,CommonGovernment_7+column_11,False,code,67,None
CommonGovernment_7,column_12,CommonGovernment_7+column_12,False,name,52,None
CommonGovernment_7,column_14,CommonGovernment_7+column_14,False,name,69,None
CommonGovernment_7,column_16,CommonGovernment_7+column_16,False,code,71,None
CommonGovernment_7,column_22,CommonGovernment_7+column_22,False,description,10,name
CommonGovernment_7,column_32,CommonGovernment_7+column_32,False,category,38,category
CommonGovernment_7,column_41,CommonGovernment_7+column_41,False,code,81,code
CommonGovernment_7,column_42,CommonGovernment_7+column_42,False,description,51,None
CommonGovernment_7,column_44,CommonGovernment_7+column_44,False,description,68,None
CommonGovernment_7,column_49,CommonGovernment_7+column_49,False,name,99,name
CommonGovernment_7,column_53,CommonGovernment_7+column_53,False,name,73,None
CommonGovernment_7,column_55,CommonGovernment_7+column_55,False,year,9,year
CommonGovernment_8,column_3,CommonGovernment_8+column_3,False,name,10,name
CommonGovernment_8,column_4,CommonGovernment_8+column_4,False,code,71,None
CommonGovernment_8,column_6,CommonGovernment_8+column_6,False,type,84,type
CommonGovernment_8,column_7,CommonGovernment_8+column_7,False,code,82,code
CommonGovernment_8,column_8,CommonGovernment_8+column_8,False,type,133,None
CommonGovernment_8,column_11,CommonGovernment_8+column_11,False,code,67,None
CommonGovernment_8,column_12,CommonGovernment_8+column_12,False,name,52,None
CommonGovernment_8,column_13,CommonGovernment_8+column_13,False,type,82,code
CommonGovernment_8,column_14,CommonGovernment_8+column_14,False,name,69,None
CommonGovernment_8,column_15,CommonGovernment_8+column_15,False,state,178,state
CommonGovernment_8,column_16,CommonGovernment_8+column_16,False,code,71,None
CommonGovernment_8,column_22,CommonGovernment_8+column_22,False,description,10,name
CommonGovernment_8,column_34,CommonGovernment_8+column_34,False,code,96,code
CommonGovernment_8,column_41,CommonGovernment_8+column_41,False,code,81,code
CommonGovernment_8,column_42,CommonGovernment_8+column_42,False,description,51,None
CommonGovernment_8,column_43,CommonGovernment_8+column_43,False,code,81,code
CommonGovernment_8,column_49,CommonGovernment_8+column_49,False,name,99,name
CommonGovernment_8,column_53,CommonGovernment_8+column_53,False,name,73,None
CommonGovernment_9,column_3,CommonGovernment_9+column_3,False,name,10,name
CommonGovernment_9,column_4,CommonGovernment_9+column_4,False,code,71,None
CommonGovernment_9,column_7,CommonGovernment_9+column_7,False,code,82,code
CommonGovernment_9,column_11,CommonGovernment_9+column_11,False,code,67,None
CommonGovernment_9,column_12,CommonGovernment_9+column_12,False,name,52,None
CommonGovernment_9,column_14,CommonGovernment_9+column_14,False,name,69,None
CommonGovernment_9,column_15,CommonGovernment_9+column_15,False,state,178,state
CommonGovernment_9,column_16,CommonGovernment_9+column_16,False,code,71,None
CommonGovernment_9,column_22,CommonGovernment_9+column_22,False,description,10,name
CommonGovernment_9,column_28,CommonGovernment_9+column_28,False,name,10,name
CommonGovernment_9,column_34,CommonGovernment_9+column_34,False,code,96,code
CommonGovernment_9,column_35,CommonGovernment_9+column_35,False,name,30,name
CommonGovernment_9,column_41,CommonGovernment_9+column_41,False,code,81,code
CommonGovernment_9,column_42,CommonGovernment_9+column_42,False,description,51,None
