table,column,dataset_id,already_labeled,semanticType,cluster_label,predicted_type
MLB_66,column_12,MLB_66+column_12,True,day,69,day
MLB_67,column_9,MLB_67+column_9,True,team,37,team
MLB_7,column_30,MLB_7+column_30,True,position,16,position
MLB_8,column_30,MLB_8+column_30,True,position,16,position
MLB_9,column_30,MLB_9+column_30,True,position,16,position
MulheresMil_1,column_63,MulheresMil_1+column_63,True,sex,163,sex
NYC_1,column_2,NYC_1+column_2,True,organisation,75,organisation
NYC_2,column_2,NYC_2+column_2,True,organisation,75,organisation
NYC_2,column_35,NYC_2+column_35,True,address,84,address
NYC_2,column_46,NYC_2+column_46,True,status,147,status
PanCreactomy2_1,column_12,PanCreactomy2_1+column_12,True,code,99,code
PanCreactomy2_1,column_19,PanCreactomy2_1+column_19,True,state,26,state
Provider_3,column_14,Provider_3+column_14,True,country,187,country
Provider_5,column_14,Provider_5+column_14,True,country,187,country
Provider_8,column_6,Provider_8+column_6,True,code,114,code
RealEstate1_1,column_2,RealEstate1_1+column_2,True,county,61,county
RealEstate1_1,column_12,RealEstate1_1+column_12,True,region,36,region
RealEstate1_2,column_5,RealEstate1_2+column_5,True,duration,91,duration
RealEstate1_2,column_12,RealEstate1_2+column_12,True,region,36,region
RealEstate2_2,column_2,RealEstate2_2+column_2,True,county,61,county
RealEstate2_2,column_6,RealEstate2_2+column_6,True,duration,138,duration
RealEstate2_3,column_14,RealEstate2_3+column_14,True,region,36,region
RealEstate2_4,column_3,RealEstate2_4+column_3,True,county,61,county
RealEstate2_5,column_0,RealEstate2_5+column_0,True,address,53,address
RealEstate2_5,column_8,RealEstate2_5+column_8,True,location,44,location
RealEstate2_6,column_2,RealEstate2_6+column_2,True,county,61,county
RealEstate2_6,column_8,RealEstate2_6+column_8,True,location,44,location
RealEstate2_7,column_1,RealEstate2_7+column_1,True,address,0,address
RealEstate2_7,column_26,RealEstate2_7+column_26,True,city,89,city
Redfin1_4,column_41,Redfin1_4+column_41,True,state,111,state
Redfin2_1,column_30,Redfin2_1+column_30,True,duration,86,duration
Redfin2_3,column_36,Redfin2_3+column_36,True,region,14,region
Redfin3_1,column_33,Redfin3_1+column_33,True,duration,86,duration
Romance_1,column_9,Romance_1+column_9,True,collection,212,collection
Romance_2,column_9,Romance_2+column_9,True,collection,212,collection
Taxpayer_10,column_16,Taxpayer_10+column_16,True,gender,39,gender
Taxpayer_2,column_19,Taxpayer_2+column_19,True,state,26,state
Taxpayer_4,column_13,Taxpayer_4+column_13,True,city,46,city
Taxpayer_4,column_14,Taxpayer_4+column_14,True,country,187,country
Taxpayer_5,column_12,Taxpayer_5+column_12,True,code,99,code
Taxpayer_6,column_24,Taxpayer_6+column_24,True,type,108,type
Taxpayer_8,column_16,Taxpayer_8+column_16,True,gender,39,gender
Taxpayer_9,column_13,Taxpayer_9+column_13,True,city,46,city
TrainsUK1_2,column_8,TrainsUK1_2+column_8,True,operator,11,operator
TrainsUK1_2,column_15,TrainsUK1_2+column_15,True,ranking,58,ranking
TrainsUK1_2,column_16,TrainsUK1_2+column_16,True,location,31,location
TrainsUK1_3,column_8,TrainsUK1_3+column_8,True,operator,11,operator
TrainsUK1_3,column_15,TrainsUK1_3+column_15,True,ranking,58,ranking
TrainsUK1_4,column_7,TrainsUK1_4+column_7,True,operator,64,operator
TrainsUK1_4,column_15,TrainsUK1_4+column_15,True,ranking,58,ranking
TrainsUK1_4,column_16,TrainsUK1_4+column_16,True,location,31,location
TrainsUK1_4,column_23,TrainsUK1_4+column_23,True,description,72,description
TrainsUK2_2,column_4,TrainsUK2_2+column_4,True,operator,11,operator
Wins_1,column_151,Wins_1+column_151,True,sex,125,sex
Wins_1,column_182,Wins_1+column_182,True,weight,204,weight
Wins_2,column_529,Wins_2+column_529,True,weight,63,weight
Wins_3,column_460,Wins_3+column_460,True,sex,205,sex
Wins_3,column_529,Wins_3+column_529,True,weight,63,weight
Wins_3,column_604,Wins_3+column_604,True,owner,24,owner
Wins_4,column_460,Wins_4+column_460,True,sex,205,sex
Wins_4,column_529,Wins_4+column_529,True,weight,63,weight
Wins_4,column_584,Wins_4+column_584,True,class,15,class
Wins_4,column_604,Wins_4+column_604,True,owner,24,owner
YaleLanguages_1,column_1,YaleLanguages_1+column_1,True,format,116,format
YaleLanguages_1,column_5,YaleLanguages_1+column_5,True,class,23,class
YaleLanguages_1,column_10,YaleLanguages_1+column_10,True,range,96,range
YaleLanguages_1,column_15,YaleLanguages_1+column_15,True,language,239,language
YaleLanguages_2,column_7,YaleLanguages_2+column_7,True,class,97,class
YaleLanguages_2,column_10,YaleLanguages_2+column_10,True,range,96,range
YaleLanguages_3,column_1,YaleLanguages_3+column_1,True,format,116,format
YaleLanguages_3,column_15,YaleLanguages_3+column_15,True,language,127,language
YaleLanguages_3,column_20,YaleLanguages_3+column_20,True,code,20,code
YaleLanguages_4,column_1,YaleLanguages_4+column_1,True,format,116,format
YaleLanguages_4,column_7,YaleLanguages_4+column_7,True,class,30,class
YaleLanguages_4,column_10,YaleLanguages_4+column_10,True,range,96,range
YaleLanguages_4,column_15,YaleLanguages_4+column_15,True,language,185,language
YaleLanguages_5,column_1,YaleLanguages_5+column_1,True,format,116,format
YaleLanguages_5,column_10,YaleLanguages_5+column_10,True,range,96,range
YaleLanguages_5,column_15,YaleLanguages_5+column_15,True,language,185,language
CityMaxCapita_1,column_1,CityMaxCapita_1+column_1,False,state,161,None
CityMaxCapita_1,column_2,CityMaxCapita_1+column_2,False,city,22,None
CityMaxCapita_1,column_10,CityMaxCapita_1+column_10,False,gender,33,None
CityMaxCapita_1,column_14,CityMaxCapita_1+column_14,False,language,82,None
CityMaxCapita_1,column_20,CityMaxCapita_1+column_20,False,region,215,None
CityMaxCapita_1,column_23,CityMaxCapita_1+column_23,False,state,26,state
CityMaxCapita_1,column_29,CityMaxCapita_1+column_29,False,name,74,None
CityMaxCapita_1,column_30,CityMaxCapita_1+column_30,False,name,10,None
CMSprovider_1,column_5,CMSprovider_1+column_5,False,code,81,None
CMSprovider_1,column_13,CMSprovider_1+column_13,False,city,46,city
CMSprovider_1,column_15,CMSprovider_1+column_15,False,gender,39,gender
CMSprovider_1,column_17,CMSprovider_1+column_17,False,address,95,address
CMSprovider_1,column_18,CMSprovider_1+column_18,False,address,232,None
CMSprovider_2,column_5,CMSprovider_2+column_5,False,code,81,None
CMSprovider_2,column_6,CMSprovider_2+column_6,False,description,67,None
CMSprovider_2,column_12,CMSprovider_2+column_12,False,code,99,code
CMSprovider_2,column_13,CMSprovider_2+column_13,False,city,46,city
CMSprovider_2,column_14,CMSprovider_2+column_14,False,country,187,country
CMSprovider_2,column_15,CMSprovider_2+column_15,False,gender,39,gender
CMSprovider_2,column_17,CMSprovider_2+column_17,False,address,95,address
CMSprovider_2,column_18,CMSprovider_2+column_18,False,address,232,None
CMSprovider_2,column_22,CMSprovider_2+column_22,False,type,108,type
CommonGovernment_10,column_4,CommonGovernment_10+column_4,False,code,47,None
CommonGovernment_10,column_6,CommonGovernment_10+column_6,False,type,41,None
CommonGovernment_10,column_8,CommonGovernment_10+column_8,False,type,134,type
CommonGovernment_10,column_11,CommonGovernment_10+column_11,False,code,140,None
CommonGovernment_10,column_12,CommonGovernment_10+column_12,False,name,106,None
CommonGovernment_10,column_13,CommonGovernment_10+column_13,False,type,228,None
CommonGovernment_10,column_15,CommonGovernment_10+column_15,False,state,88,None
CommonGovernment_10,column_22,CommonGovernment_10+column_22,False,description,4,description
CommonGovernment_10,column_32,CommonGovernment_10+column_32,False,category,78,category
CommonGovernment_10,column_33,CommonGovernment_10+column_33,False,category,51,category
CommonGovernment_10,column_35,CommonGovernment_10+column_35,False,name,62,None
CommonGovernment_10,column_41,CommonGovernment_10+column_41,False,code,112,None
CommonGovernment_10,column_42,CommonGovernment_10+column_42,False,description,92,description
CommonGovernment_10,column_43,CommonGovernment_10+column_43,False,code,112,None
CommonGovernment_10,column_53,CommonGovernment_10+column_53,False,name,153,None
CommonGovernment_10,column_55,CommonGovernment_10+column_55,False,year,38,year
CommonGovernment_11,column_3,CommonGovernment_11+column_3,False,name,4,description
CommonGovernment_11,column_4,CommonGovernment_11+column_4,False,code,47,None
CommonGovernment_11,column_6,CommonGovernment_11+column_6,False,type,41,None
CommonGovernment_11,column_7,CommonGovernment_11+column_7,False,code,228,None
CommonGovernment_11,column_8,CommonGovernment_11+column_8,False,type,134,type
CommonGovernment_11,column_11,CommonGovernment_11+column_11,False,code,140,None
CommonGovernment_11,column_12,CommonGovernment_11+column_12,False,name,106,None
CommonGovernment_11,column_13,CommonGovernment_11+column_13,False,type,228,None
CommonGovernment_11,column_14,CommonGovernment_11+column_14,False,name,73,name
CommonGovernment_11,column_22,CommonGovernment_11+column_22,False,description,4,description
CommonGovernment_11,column_28,CommonGovernment_11+column_28,False,name,4,description
CommonGovernment_11,column_33,CommonGovernment_11+column_33,False,category,51,category
CommonGovernment_11,column_34,CommonGovernment_11+column_34,False,code,98,None
CommonGovernment_11,column_35,CommonGovernment_11+column_35,False,name,62,None
CommonGovernment_11,column_41,CommonGovernment_11+column_41,False,code,112,None
CommonGovernment_11,column_42,CommonGovernment_11+column_42,False,description,92,description
CommonGovernment_11,column_44,CommonGovernment_11+column_44,False,description,66,description
CommonGovernment_11,column_49,CommonGovernment_11+column_49,False,name,100,None
CommonGovernment_11,column_53,CommonGovernment_11+column_53,False,name,153,None
CommonGovernment_12,column_3,CommonGovernment_12+column_3,False,name,4,description
CommonGovernment_12,column_4,CommonGovernment_12+column_4,False,code,47,None
CommonGovernment_12,column_6,CommonGovernment_12+column_6,False,type,41,None
CommonGovernment_12,column_7,CommonGovernment_12+column_7,False,code,228,None
CommonGovernment_12,column_8,CommonGovernment_12+column_8,False,type,134,type
CommonGovernment_12,column_11,CommonGovernment_12+column_11,False,code,140,None
CommonGovernment_12,column_12,CommonGovernment_12+column_12,False,name,106,None
CommonGovernment_12,column_14,CommonGovernment_12+column_14,False,name,73,name
CommonGovernment_12,column_15,CommonGovernment_12+column_15,False,state,88,None
CommonGovernment_12,column_22,CommonGovernment_12+column_22,False,description,4,description
CommonGovernment_12,column_28,CommonGovernment_12+column_28,False,name,4,description
CommonGovernment_12,column_32,CommonGovernment_12+column_32,False,category,78,category
CommonGovernment_12,column_33,CommonGovernment_12+column_33,False,category,51,category
CommonGovernment_12,column_34,CommonGovernment_12+column_34,False,code,98,None
CommonGovernment_12,column_35,CommonGovernment_12+column_35,False,name,62,None
CommonGovernment_12,column_42,CommonGovernment_12+column_42,False,description,92,description
CommonGovernment_12,column_43,CommonGovernment_12+column_43,False,code,112,None
CommonGovernment_12,column_44,CommonGovernment_12+column_44,False,description,66,description
CommonGovernment_12,column_53,CommonGovernment_12+column_53,False,name,153,None
CommonGovernment_12,column_55,CommonGovernment_12+column_55,False,year,38,year
CommonGovernment_13,column_3,CommonGovernment_13+column_3,False,name,4,description
CommonGovernment_13,column_4,CommonGovernment_13+column_4,False,code,47,None
CommonGovernment_13,column_6,CommonGovernment_13+column_6,False,type,41,None
CommonGovernment_13,column_7,CommonGovernment_13+column_7,False,code,228,None
CommonGovernment_13,column_8,CommonGovernment_13+column_8,False,type,134,type
CommonGovernment_13,column_11,CommonGovernment_13+column_11,False,code,140,None
CommonGovernment_13,column_13,CommonGovernment_13+column_13,False,type,228,None
CommonGovernment_13,column_14,CommonGovernment_13+column_14,False,name,73,name
CommonGovernment_13,column_16,CommonGovernment_13+column_16,False,code,47,None
CommonGovernment_13,column_32,CommonGovernment_13+column_32,False,category,78,category
CommonGovernment_13,column_33,CommonGovernment_13+column_33,False,category,51,category
CommonGovernment_13,column_34,CommonGovernment_13+column_34,False,code,98,None
CommonGovernment_13,column_35,CommonGovernment_13+column_35,False,name,62,None
CommonGovernment_13,column_41,CommonGovernment_13+column_41,False,code,112,None
CommonGovernment_13,column_43,CommonGovernment_13+column_43,False,code,112,None
CommonGovernment_13,column_49,CommonGovernment_13+column_49,False,name,100,None
CommonGovernment_13,column_53,CommonGovernment_13+column_53,False,name,153,None
CommonGovernment_13,column_55,CommonGovernment_13+column_55,False,year,38,year
CommonGovernment_1,column_4,CommonGovernment_1+column_4,False,code,47,None
CommonGovernment_1,column_6,CommonGovernment_1+column_6,False,type,41,None
CommonGovernment_1,column_7,CommonGovernment_1+column_7,False,code,228,None
CommonGovernment_1,column_11,CommonGovernment_1+column_11,False,code,140,None
CommonGovernment_1,column_12,CommonGovernment_1+column_12,False,name,106,None
CommonGovernment_1,column_13,CommonGovernment_1+column_13,False,type,228,None
CommonGovernment_1,column_15,CommonGovernment_1+column_15,False,state,88,None
CommonGovernment_1,column_22,CommonGovernment_1+column_22,False,description,4,description
CommonGovernment_1,column_28,CommonGovernment_1+column_28,False,name,4,description
CommonGovernment_1,column_33,CommonGovernment_1+column_33,False,category,51,category
CommonGovernment_1,column_34,CommonGovernment_1+column_34,False,code,98,None
CommonGovernment_1,column_41,CommonGovernment_1+column_41,False,code,112,None
CommonGovernment_1,column_42,CommonGovernment_1+column_42,False,description,92,description
CommonGovernment_1,column_43,CommonGovernment_1+column_43,False,code,112,None
CommonGovernment_1,column_49,CommonGovernment_1+column_49,False,name,100,None
CommonGovernment_1,column_53,CommonGovernment_1+column_53,False,name,153,None
CommonGovernment_1,column_55,CommonGovernment_1+column_55,False,year,38,year
CommonGovernment_2,column_3,CommonGovernment_2+column_3,False,name,4,description
CommonGovernment_2,column_4,CommonGovernment_2+column_4,False,code,47,None
CommonGovernment_2,column_7,CommonGovernment_2+column_7,False,code,228,None
CommonGovernment_2,column_11,CommonGovernment_2+column_11,False,code,140,None
CommonGovernment_2,column_14,CommonGovernment_2+column_14,False,name,73,name
CommonGovernment_2,column_15,CommonGovernment_2+column_15,False,state,88,None
CommonGovernment_2,column_16,CommonGovernment_2+column_16,False,code,47,None
CommonGovernment_2,column_34,CommonGovernment_2+column_34,False,code,98,None
CommonGovernment_2,column_35,CommonGovernment_2+column_35,False,name,62,None
CommonGovernment_2,column_41,CommonGovernment_2+column_41,False,code,112,None
CommonGovernment_2,column_42,CommonGovernment_2+column_42,False,description,92,description
CommonGovernment_2,column_43,CommonGovernment_2+column_43,False,code,112,None
CommonGovernment_2,column_44,CommonGovernment_2+column_44,False,description,66,description
CommonGovernment_2,column_53,CommonGovernment_2+column_53,False,name,153,None
CommonGovernment_2,column_55,CommonGovernment_2+column_55,False,year,38,year
CommonGovernment_3,column_4,CommonGovernment_3+column_4,False,code,47,None
CommonGovernment_3,column_6,CommonGovernment_3+column_6,False,type,41,None
CommonGovernment_3,column_8,CommonGovernment_3+column_8,False,type,134,type
CommonGovernment_3,column_11,CommonGovernment_3+column_11,False,code,140,None
CommonGovernment_3,column_12,CommonGovernment_3+column_12,False,name,106,None
CommonGovernment_3,column_13,CommonGovernment_3+column_13,False,type,228,None
CommonGovernment_3,column_14,CommonGovernment_3+column_14,False,name,73,name
CommonGovernment_3,column_15,CommonGovernment_3+column_15,False,state,88,None
CommonGovernment_3,column_16,CommonGovernment_3+column_16,False,code,47,None
CommonGovernment_3,column_28,CommonGovernment_3+column_28,False,name,4,description
CommonGovernment_3,column_34,CommonGovernment_3+column_34,False,code,98,None
CommonGovernment_3,column_41,CommonGovernment_3+column_41,False,code,112,None
CommonGovernment_3,column_42,CommonGovernment_3+column_42,False,description,92,description
CommonGovernment_3,column_43,CommonGovernment_3+column_43,False,code,112,None
CommonGovernment_3,column_44,CommonGovernment_3+column_44,False,description,66,description
CommonGovernment_3,column_49,CommonGovernment_3+column_49,False,name,100,None
CommonGovernment_3,column_53,CommonGovernment_3+column_53,False,name,153,None
CommonGovernment_4,column_3,CommonGovernment_4+column_3,False,name,4,description
CommonGovernment_4,column_4,CommonGovernment_4+column_4,False,code,47,None
CommonGovernment_4,column_6,CommonGovernment_4+column_6,False,type,41,None
CommonGovernment_4,column_7,CommonGovernment_4+column_7,False,code,228,None
CommonGovernment_4,column_8,CommonGovernment_4+column_8,False,type,134,type
CommonGovernment_4,column_12,CommonGovernment_4+column_12,False,name,106,None
CommonGovernment_4,column_13,CommonGovernment_4+column_13,False,type,228,None
CommonGovernment_4,column_14,CommonGovernment_4+column_14,False,name,73,name
CommonGovernment_4,column_15,CommonGovernment_4+column_15,False,state,88,None
CommonGovernment_4,column_22,CommonGovernment_4+column_22,False,description,4,description
CommonGovernment_4,column_28,CommonGovernment_4+column_28,False,name,4,description
CommonGovernment_4,column_32,CommonGovernment_4+column_32,False,category,78,category
CommonGovernment_4,column_33,CommonGovernment_4+column_33,False,category,51,category
CommonGovernment_4,column_34,CommonGovernment_4+column_34,False,code,98,None
CommonGovernment_4,column_35,CommonGovernment_4+column_35,False,name,62,None
CommonGovernment_4,column_41,CommonGovernment_4+column_41,False,code,112,None
CommonGovernment_4,column_42,CommonGovernment_4+column_42,False,description,92,description
CommonGovernment_4,column_43,CommonGovernment_4+column_43,False,code,112,None
CommonGovernment_4,column_44,CommonGovernment_4+column_44,False,description,66,description
CommonGovernment_4,column_49,CommonGovernment_4+column_49,False,name,100,None
CommonGovernment_4,column_53,CommonGovernment_4+column_53,False,name,153,None
CommonGovernment_5,column_4,CommonGovernment_5+column_4,False,code,47,None
CommonGovernment_5,column_7,CommonGovernment_5+column_7,False,code,228,None
CommonGovernment_5,column_11,CommonGovernment_5+column_11,False,code,140,None
CommonGovernment_5,column_12,CommonGovernment_5+column_12,False,name,106,None
CommonGovernment_5,column_15,CommonGovernment_5+column_15,False,state,88,None
CommonGovernment_5,column_22,CommonGovernment_5+column_22,False,description,4,description
CommonGovernment_5,column_28,CommonGovernment_5+column_28,False,name,4,description
CommonGovernment_5,column_32,CommonGovernment_5+column_32,False,category,78,category
CommonGovernment_5,column_33,CommonGovernment_5+column_33,False,category,51,category
CommonGovernment_5,column_34,CommonGovernment_5+column_34,False,code,98,None
CommonGovernment_5,column_41,CommonGovernment_5+column_41,False,code,112,None
CommonGovernment_5,column_42,CommonGovernment_5+column_42,False,description,92,description
CommonGovernment_5,column_43,CommonGovernment_5+column_43,False,code,112,None
CommonGovernment_5,column_44,CommonGovernment_5+column_44,False,description,66,description
CommonGovernment_5,column_49,CommonGovernment_5+column_49,False,name,100,None
CommonGovernment_5,column_53,CommonGovernment_5+column_53,False,name,153,None
CommonGovernment_5,column_55,CommonGovernment_5+column_55,False,year,38,year
CommonGovernment_6,column_4,CommonGovernment_6+column_4,False,code,47,None
CommonGovernment_6,column_6,CommonGovernment_6+column_6,False,type,41,None
CommonGovernment_6,column_7,CommonGovernment_6+column_7,False,code,228,None
CommonGovernment_6,column_8,CommonGovernment_6+column_8,False,type,134,type
CommonGovernment_6,column_11,CommonGovernment_6+column_11,False,code,140,None
CommonGovernment_6,column_14,CommonGovernment_6+column_14,False,name,73,name
CommonGovernment_6,column_15,CommonGovernment_6+column_15,False,state,88,None
CommonGovernment_6,column_16,CommonGovernment_6+column_16,False,code,47,None
CommonGovernment_6,column_22,CommonGovernment_6+column_22,False,description,4,description
CommonGovernment_6,column_28,CommonGovernment_6+column_28,False,name,4,description
CommonGovernment_6,column_33,CommonGovernment_6+column_33,False,category,51,category
CommonGovernment_6,column_34,CommonGovernment_6+column_34,False,code,98,None
CommonGovernment_6,column_35,CommonGovernment_6+column_35,False,name,62,None
CommonGovernment_6,column_41,CommonGovernment_6+column_41,False,code,112,None
CommonGovernment_6,column_42,CommonGovernment_6+column_42,False,description,92,description
CommonGovernment_6,column_43,CommonGovernment_6+column_43,False,code,112,None
CommonGovernment_6,column_44,CommonGovernment_6+column_44,False,description,66,description
CommonGovernment_6,column_49,CommonGovernment_6+column_49,False,name,100,None
CommonGovernment_6,column_53,CommonGovernment_6+column_53,False,name,153,None
CommonGovernment_6,column_55,CommonGovernment_6+column_55,False,year,38,year
CommonGovernment_7,column_3,CommonGovernment_7+column_3,False,name,4,description
CommonGovernment_7,column_4,CommonGovernment_7+column_4,False,code,47,None
CommonGovernment_7,column_7,CommonGovernment_7+column_7,False,code,228,None
CommonGovernment_7,column_8,CommonGovernment_7+column_8,False,type,134,type
CommonGovernment_7,column_11,CommonGovernment_7+column_11,False,code,140,None
CommonGovernment_7,column_12,CommonGovernment_7+column_12,False,name,106,None
CommonGovernment_7,column_13,CommonGovernment_7+column_13,False,type,228,None
CommonGovernment_7,column_14,CommonGovernment_7+column_14,False,name,73,name
CommonGovernment_7,column_16,CommonGovernment_7+column_16,False,code,47,None
CommonGovernment_7,column_22,CommonGovernment_7+column_22,False,description,4,description
CommonGovernment_7,column_32,CommonGovernment_7+column_32,False,category,78,category
CommonGovernment_7,column_33,CommonGovernment_7+column_33,False,category,51,category
CommonGovernment_7,column_35,CommonGovernment_7+column_35,False,name,62,None
CommonGovernment_7,column_41,CommonGovernment_7+column_41,False,code,112,None
CommonGovernment_7,column_44,CommonGovernment_7+column_44,False,description,66,description
CommonGovernment_7,column_49,CommonGovernment_7+column_49,False,name,100,None
CommonGovernment_7,column_55,CommonGovernment_7+column_55,False,year,38,year
CommonGovernment_8,column_3,CommonGovernment_8+column_3,False,name,4,description
CommonGovernment_8,column_4,CommonGovernment_8+column_4,False,code,47,None
CommonGovernment_8,column_6,CommonGovernment_8+column_6,False,type,41,None
CommonGovernment_8,column_7,CommonGovernment_8+column_7,False,code,228,None
CommonGovernment_8,column_8,CommonGovernment_8+column_8,False,type,134,type
CommonGovernment_8,column_11,CommonGovernment_8+column_11,False,code,140,None
CommonGovernment_8,column_12,CommonGovernment_8+column_12,False,name,106,None
CommonGovernment_8,column_13,CommonGovernment_8+column_13,False,type,228,None
CommonGovernment_8,column_14,CommonGovernment_8+column_14,False,name,73,name
CommonGovernment_8,column_15,CommonGovernment_8+column_15,False,state,88,None
CommonGovernment_8,column_16,CommonGovernment_8+column_16,False,code,47,None
CommonGovernment_8,column_28,CommonGovernment_8+column_28,False,name,4,description
CommonGovernment_8,column_34,CommonGovernment_8+column_34,False,code,98,None
CommonGovernment_8,column_35,CommonGovernment_8+column_35,False,name,62,None
CommonGovernment_8,column_41,CommonGovernment_8+column_41,False,code,112,None
CommonGovernment_8,column_42,CommonGovernment_8+column_42,False,description,92,description
CommonGovernment_8,column_43,CommonGovernment_8+column_43,False,code,112,None
CommonGovernment_8,column_44,CommonGovernment_8+column_44,False,description,66,description
CommonGovernment_8,column_55,CommonGovernment_8+column_55,False,year,38,year
CommonGovernment_9,column_3,CommonGovernment_9+column_3,False,name,4,description
CommonGovernment_9,column_4,CommonGovernment_9+column_4,False,code,47,None
CommonGovernment_9,column_6,CommonGovernment_9+column_6,False,type,41,None
CommonGovernment_9,column_8,CommonGovernment_9+column_8,False,type,134,type
CommonGovernment_9,column_11,CommonGovernment_9+column_11,False,code,140,None
CommonGovernment_9,column_13,CommonGovernment_9+column_13,False,type,228,None
CommonGovernment_9,column_14,CommonGovernment_9+column_14,False,name,73,name
CommonGovernment_9,column_15,CommonGovernment_9+column_15,False,state,88,None
CommonGovernment_9,column_16,CommonGovernment_9+column_16,False,code,47,None
CommonGovernment_9,column_28,CommonGovernment_9+column_28,False,name,4,description
CommonGovernment_9,column_32,CommonGovernment_9+column_32,False,category,78,category
CommonGovernment_9,column_34,CommonGovernment_9+column_34,False,code,98,None
CommonGovernment_9,column_35,CommonGovernment_9+column_35,False,name,62,None
CommonGovernment_9,column_42,CommonGovernment_9+column_42,False,description,92,description
CommonGovernment_9,column_43,CommonGovernment_9+column_43,False,code,112,None
CommonGovernment_9,column_44,CommonGovernment_9+column_44,False,description,66,description
CommonGovernment_9,column_49,CommonGovernment_9+column_49,False,name,100,None
Corporations_1,column_16,Corporations_1+column_16,False,location,52,city
Corporations_1,column_17,Corporations_1+column_17,False,description,0,address
Corporations_1,column_18,Corporations_1+column_18,False,name,121,None
Corporations_1,column_20,Corporations_1+column_20,False,region,0,address
Corporations_1,column_22,Corporations_1+column_22,False,description,0,address
Euro2016_1,column_2,Euro2016_1+column_2,False,language,82,None
HashTags_1,column_1,HashTags_1+column_1,False,gender,120,None
HashTags_1,column_4,HashTags_1+column_4,False,language,82,None
HashTags_1,column_7,HashTags_1+column_7,False,name,10,None
HashTags_1,column_37,HashTags_1+column_37,False,country,0,address
HashTags_1,column_38,HashTags_1+column_38,False,code,0,address
HashTags_1,column_39,HashTags_1+column_39,False,state,0,address
HashTags_1,column_42,HashTags_1+column_42,False,type,0,address
HashTags_1,column_48,HashTags_1+column_48,False,description,135,None
HashTags_1,column_55,HashTags_1+column_55,False,language,82,None
HashTags_1,column_58,HashTags_1+column_58,False,name,17,name
HashTags_1,column_61,HashTags_1+column_61,False,name,10,None
Hatred_1,column_0,Hatred_1+column_0,False,city,22,None
Hatred_1,column_10,Hatred_1+column_10,False,gender,33,None
Hatred_1,column_18,Hatred_1+column_18,False,type,223,None
Hatred_1,column_20,Hatred_1+column_20,False,name,74,None
Hatred_1,column_25,Hatred_1+column_25,False,state,26,state
Hatred_1,column_29,Hatred_1+column_29,False,name,10,None
Hatred_1,column_30,Hatred_1+column_30,False,description,126,None
IGlocations1_1,column_3,IGlocations1_1+column_3,False,city,155,None
IGlocations1_1,column_4,IGlocations1_1+column_4,False,code,119,None
