table,column,dataset_id,already_labeled,semanticType,cluster_label,predicted_type
CommonGovernment_11,column_3,CommonGovernment_11+column_3,False,name,4,None
CommonGovernment_11,column_6,CommonGovernment_11+column_6,False,type,84,None
CommonGovernment_11,column_7,CommonGovernment_11+column_7,False,code,99,type
CommonGovernment_11,column_8,CommonGovernment_11+column_8,False,type,181,type
CommonGovernment_11,column_11,CommonGovernment_11+column_11,False,code,72,None
CommonGovernment_11,column_13,CommonGovernment_11+column_13,False,type,99,type
CommonGovernment_11,column_14,CommonGovernment_11+column_14,False,name,70,name
CommonGovernment_11,column_15,CommonGovernment_11+column_15,False,state,88,state
CommonGovernment_11,column_16,CommonGovernment_11+column_16,False,code,30,None
CommonGovernment_11,column_22,CommonGovernment_11+column_22,False,description,4,None
CommonGovernment_11,column_28,CommonGovernment_11+column_28,False,name,4,None
CommonGovernment_11,column_34,CommonGovernment_11+column_34,False,code,100,None
CommonGovernment_11,column_41,CommonGovernment_11+column_41,False,code,225,None
CommonGovernment_11,column_42,CommonGovernment_11+column_42,False,description,93,description
CommonGovernment_11,column_43,CommonGovernment_11+column_43,False,code,225,None
CommonGovernment_11,column_44,CommonGovernment_11+column_44,False,description,67,None
CommonGovernment_11,column_49,CommonGovernment_11+column_49,False,name,98,None
CommonGovernment_11,column_55,CommonGovernment_11+column_55,False,year,3,year
CommonGovernment_12,column_3,CommonGovernment_12+column_3,False,name,4,None
CommonGovernment_12,column_6,CommonGovernment_12+column_6,False,type,84,None
CommonGovernment_12,column_12,CommonGovernment_12+column_12,False,name,108,None
CommonGovernment_12,column_14,CommonGovernment_12+column_14,False,name,70,name
CommonGovernment_12,column_15,CommonGovernment_12+column_15,False,state,88,state
CommonGovernment_12,column_16,CommonGovernment_12+column_16,False,code,30,None
CommonGovernment_12,column_22,CommonGovernment_12+column_22,False,description,4,None
CommonGovernment_12,column_28,CommonGovernment_12+column_28,False,name,4,None
CommonGovernment_12,column_32,CommonGovernment_12+column_32,False,category,158,category
CommonGovernment_12,column_34,CommonGovernment_12+column_34,False,code,100,None
CommonGovernment_12,column_35,CommonGovernment_12+column_35,False,name,126,None
CommonGovernment_12,column_41,CommonGovernment_12+column_41,False,code,225,None
CommonGovernment_12,column_42,CommonGovernment_12+column_42,False,description,93,description
CommonGovernment_12,column_43,CommonGovernment_12+column_43,False,code,225,None
CommonGovernment_12,column_49,CommonGovernment_12+column_49,False,name,98,None
CommonGovernment_12,column_53,CommonGovernment_12+column_53,False,name,152,None
CommonGovernment_13,column_3,CommonGovernment_13+column_3,False,name,4,None
CommonGovernment_13,column_4,CommonGovernment_13+column_4,False,code,30,None
CommonGovernment_13,column_6,CommonGovernment_13+column_6,False,type,84,None
CommonGovernment_13,column_7,CommonGovernment_13+column_7,False,code,99,type
CommonGovernment_13,column_8,CommonGovernment_13+column_8,False,type,181,type
CommonGovernment_13,column_11,CommonGovernment_13+column_11,False,code,72,None
CommonGovernment_13,column_13,CommonGovernment_13+column_13,False,type,99,type
CommonGovernment_13,column_15,CommonGovernment_13+column_15,False,state,88,state
CommonGovernment_13,column_16,CommonGovernment_13+column_16,False,code,30,None
CommonGovernment_13,column_22,CommonGovernment_13+column_22,False,description,4,None
CommonGovernment_13,column_32,CommonGovernment_13+column_32,False,category,158,category
CommonGovernment_13,column_33,CommonGovernment_13+column_33,False,category,25,category
CommonGovernment_13,column_34,CommonGovernment_13+column_34,False,code,100,None
CommonGovernment_13,column_35,CommonGovernment_13+column_35,False,name,126,None
CommonGovernment_13,column_41,CommonGovernment_13+column_41,False,code,225,None
CommonGovernment_13,column_42,CommonGovernment_13+column_42,False,description,93,description
CommonGovernment_13,column_43,CommonGovernment_13+column_43,False,code,225,None
CommonGovernment_13,column_44,CommonGovernment_13+column_44,False,description,67,None
CommonGovernment_13,column_55,CommonGovernment_13+column_55,False,year,3,year
CommonGovernment_1,column_3,CommonGovernment_1+column_3,False,name,4,None
CommonGovernment_1,column_6,CommonGovernment_1+column_6,False,type,84,None
CommonGovernment_1,column_8,CommonGovernment_1+column_8,False,type,181,type
CommonGovernment_1,column_11,CommonGovernment_1+column_11,False,code,72,None
CommonGovernment_1,column_12,CommonGovernment_1+column_12,False,name,108,None
CommonGovernment_1,column_13,CommonGovernment_1+column_13,False,type,99,type
CommonGovernment_1,column_14,CommonGovernment_1+column_14,False,name,70,name
CommonGovernment_1,column_16,CommonGovernment_1+column_16,False,code,30,None
CommonGovernment_1,column_22,CommonGovernment_1+column_22,False,description,4,None
CommonGovernment_1,column_28,CommonGovernment_1+column_28,False,name,4,None
CommonGovernment_1,column_32,CommonGovernment_1+column_32,False,category,158,category
CommonGovernment_1,column_34,CommonGovernment_1+column_34,False,code,100,None
CommonGovernment_1,column_41,CommonGovernment_1+column_41,False,code,225,None
CommonGovernment_1,column_42,CommonGovernment_1+column_42,False,description,93,description
CommonGovernment_1,column_49,CommonGovernment_1+column_49,False,name,98,None
CommonGovernment_1,column_53,CommonGovernment_1+column_53,False,name,152,None
CommonGovernment_1,column_55,CommonGovernment_1+column_55,False,year,3,year
CommonGovernment_2,column_3,CommonGovernment_2+column_3,False,name,4,None
CommonGovernment_2,column_4,CommonGovernment_2+column_4,False,code,30,None
CommonGovernment_2,column_6,CommonGovernment_2+column_6,False,type,84,None
CommonGovernment_2,column_7,CommonGovernment_2+column_7,False,code,99,type
CommonGovernment_2,column_8,CommonGovernment_2+column_8,False,type,181,type
CommonGovernment_2,column_12,CommonGovernment_2+column_12,False,name,108,None
CommonGovernment_2,column_13,CommonGovernment_2+column_13,False,type,99,type
CommonGovernment_2,column_15,CommonGovernment_2+column_15,False,state,88,state
CommonGovernment_2,column_16,CommonGovernment_2+column_16,False,code,30,None
CommonGovernment_2,column_22,CommonGovernment_2+column_22,False,description,4,None
CommonGovernment_2,column_28,CommonGovernment_2+column_28,False,name,4,None
CommonGovernment_2,column_33,CommonGovernment_2+column_33,False,category,25,category
CommonGovernment_2,column_35,CommonGovernment_2+column_35,False,name,126,None
CommonGovernment_2,column_41,CommonGovernment_2+column_41,False,code,225,None
CommonGovernment_2,column_42,CommonGovernment_2+column_42,False,description,93,description
CommonGovernment_2,column_43,CommonGovernment_2+column_43,False,code,225,None
CommonGovernment_2,column_44,CommonGovernment_2+column_44,False,description,67,None
CommonGovernment_2,column_49,CommonGovernment_2+column_49,False,name,98,None
CommonGovernment_2,column_53,CommonGovernment_2+column_53,False,name,152,None
CommonGovernment_2,column_55,CommonGovernment_2+column_55,False,year,3,year
CommonGovernment_3,column_3,CommonGovernment_3+column_3,False,name,4,None
CommonGovernment_3,column_4,CommonGovernment_3+column_4,False,code,30,None
CommonGovernment_3,column_6,CommonGovernment_3+column_6,False,type,84,None
CommonGovernment_3,column_7,CommonGovernment_3+column_7,False,code,99,type
CommonGovernment_3,column_8,CommonGovernment_3+column_8,False,type,181,type
CommonGovernment_3,column_11,CommonGovernment_3+column_11,False,code,72,None
CommonGovernment_3,column_12,CommonGovernment_3+column_12,False,name,108,None
CommonGovernment_3,column_13,CommonGovernment_3+column_13,False,type,99,type
CommonGovernment_3,column_14,CommonGovernment_3+column_14,False,name,70,name
CommonGovernment_3,column_15,CommonGovernment_3+column_15,False,state,88,state
CommonGovernment_3,column_16,CommonGovernment_3+column_16,False,code,30,None
CommonGovernment_3,column_22,CommonGovernment_3+column_22,False,description,4,None
CommonGovernment_3,column_28,CommonGovernment_3+column_28,False,name,4,None
CommonGovernment_3,column_32,CommonGovernment_3+column_32,False,category,158,category
CommonGovernment_3,column_33,CommonGovernment_3+column_33,False,category,25,category
CommonGovernment_3,column_34,CommonGovernment_3+column_34,False,code,100,None
CommonGovernment_3,column_35,CommonGovernment_3+column_35,False,name,126,None
CommonGovernment_3,column_41,CommonGovernment_3+column_41,False,code,225,None
CommonGovernment_3,column_43,CommonGovernment_3+column_43,False,code,225,None
CommonGovernment_3,column_44,CommonGovernment_3+column_44,False,description,67,None
CommonGovernment_3,column_49,CommonGovernment_3+column_49,False,name,98,None
CommonGovernment_3,column_53,CommonGovernment_3+column_53,False,name,152,None
CommonGovernment_3,column_55,CommonGovernment_3+column_55,False,year,3,year
CommonGovernment_4,column_4,CommonGovernment_4+column_4,False,code,30,None
CommonGovernment_4,column_6,CommonGovernment_4+column_6,False,type,84,None
CommonGovernment_4,column_11,CommonGovernment_4+column_11,False,code,72,None
CommonGovernment_4,column_12,CommonGovernment_4+column_12,False,name,108,None
CommonGovernment_4,column_13,CommonGovernment_4+column_13,False,type,99,type
CommonGovernment_4,column_14,CommonGovernment_4+column_14,False,name,70,name
CommonGovernment_4,column_16,CommonGovernment_4+column_16,False,code,30,None
CommonGovernment_4,column_22,CommonGovernment_4+column_22,False,description,4,None
CommonGovernment_4,column_28,CommonGovernment_4+column_28,False,name,4,None
CommonGovernment_4,column_33,CommonGovernment_4+column_33,False,category,25,category
CommonGovernment_4,column_34,CommonGovernment_4+column_34,False,code,100,None
CommonGovernment_4,column_35,CommonGovernment_4+column_35,False,name,126,None
CommonGovernment_4,column_41,CommonGovernment_4+column_41,False,code,225,None
CommonGovernment_4,column_43,CommonGovernment_4+column_43,False,code,225,None
CommonGovernment_4,column_44,CommonGovernment_4+column_44,False,description,67,None
CommonGovernment_4,column_53,CommonGovernment_4+column_53,False,name,152,None
CommonGovernment_5,column_3,CommonGovernment_5+column_3,False,name,4,None
CommonGovernment_5,column_4,CommonGovernment_5+column_4,False,code,30,None
CommonGovernment_5,column_6,CommonGovernment_5+column_6,False,type,84,None
CommonGovernment_5,column_7,CommonGovernment_5+column_7,False,code,99,type
CommonGovernment_5,column_8,CommonGovernment_5+column_8,False,type,181,type
CommonGovernment_5,column_11,CommonGovernment_5+column_11,False,code,72,None
CommonGovernment_5,column_12,CommonGovernment_5+column_12,False,name,108,None
CommonGovernment_5,column_13,CommonGovernment_5+column_13,False,type,99,type
CommonGovernment_5,column_14,CommonGovernment_5+column_14,False,name,70,name
CommonGovernment_5,column_15,CommonGovernment_5+column_15,False,state,88,state
CommonGovernment_5,column_16,CommonGovernment_5+column_16,False,code,30,None
CommonGovernment_5,column_22,CommonGovernment_5+column_22,False,description,4,None
CommonGovernment_5,column_33,CommonGovernment_5+column_33,False,category,25,category
CommonGovernment_5,column_34,CommonGovernment_5+column_34,False,code,100,None
CommonGovernment_5,column_35,CommonGovernment_5+column_35,False,name,126,None
CommonGovernment_5,column_41,CommonGovernment_5+column_41,False,code,225,None
CommonGovernment_5,column_42,CommonGovernment_5+column_42,False,description,93,description
CommonGovernment_5,column_43,CommonGovernment_5+column_43,False,code,225,None
CommonGovernment_5,column_44,CommonGovernment_5+column_44,False,description,67,None
CommonGovernment_5,column_49,CommonGovernment_5+column_49,False,name,98,None
CommonGovernment_5,column_53,CommonGovernment_5+column_53,False,name,152,None
CommonGovernment_6,column_3,CommonGovernment_6+column_3,False,name,4,None
CommonGovernment_6,column_4,CommonGovernment_6+column_4,False,code,30,None
CommonGovernment_6,column_6,CommonGovernment_6+column_6,False,type,84,None
CommonGovernment_6,column_7,CommonGovernment_6+column_7,False,code,99,type
CommonGovernment_6,column_8,CommonGovernment_6+column_8,False,type,181,type
CommonGovernment_6,column_11,CommonGovernment_6+column_11,False,code,72,None
CommonGovernment_6,column_14,CommonGovernment_6+column_14,False,name,70,name
CommonGovernment_6,column_15,CommonGovernment_6+column_15,False,state,88,state
CommonGovernment_6,column_16,CommonGovernment_6+column_16,False,code,30,None
CommonGovernment_6,column_22,CommonGovernment_6+column_22,False,description,4,None
CommonGovernment_6,column_28,CommonGovernment_6+column_28,False,name,4,None
CommonGovernment_6,column_32,CommonGovernment_6+column_32,False,category,158,category
CommonGovernment_6,column_33,CommonGovernment_6+column_33,False,category,25,category
CommonGovernment_6,column_34,CommonGovernment_6+column_34,False,code,100,None
CommonGovernment_6,column_35,CommonGovernment_6+column_35,False,name,126,None
CommonGovernment_6,column_41,CommonGovernment_6+column_41,False,code,225,None
CommonGovernment_6,column_42,CommonGovernment_6+column_42,False,description,93,description
CommonGovernment_6,column_43,CommonGovernment_6+column_43,False,code,225,None
CommonGovernment_6,column_49,CommonGovernment_6+column_49,False,name,98,None
CommonGovernment_6,column_55,CommonGovernment_6+column_55,False,year,3,year
CommonGovernment_7,column_3,CommonGovernment_7+column_3,False,name,4,None
CommonGovernment_7,column_4,CommonGovernment_7+column_4,False,code,30,None
CommonGovernment_7,column_6,CommonGovernment_7+column_6,False,type,84,None
CommonGovernment_7,column_7,CommonGovernment_7+column_7,False,code,99,type
CommonGovernment_7,column_8,CommonGovernment_7+column_8,False,type,181,type
CommonGovernment_7,column_11,CommonGovernment_7+column_11,False,code,72,None
CommonGovernment_7,column_13,CommonGovernment_7+column_13,False,type,99,type
CommonGovernment_7,column_14,CommonGovernment_7+column_14,False,name,70,name
CommonGovernment_7,column_15,CommonGovernment_7+column_15,False,state,88,state
CommonGovernment_7,column_16,CommonGovernment_7+column_16,False,code,30,None
CommonGovernment_7,column_22,CommonGovernment_7+column_22,False,description,4,None
CommonGovernment_7,column_32,CommonGovernment_7+column_32,False,category,158,category
CommonGovernment_7,column_33,CommonGovernment_7+column_33,False,category,25,category
CommonGovernment_7,column_35,CommonGovernment_7+column_35,False,name,126,None
CommonGovernment_7,column_42,CommonGovernment_7+column_42,False,description,93,description
CommonGovernment_7,column_43,CommonGovernment_7+column_43,False,code,225,None
CommonGovernment_7,column_44,CommonGovernment_7+column_44,False,description,67,None
CommonGovernment_7,column_53,CommonGovernment_7+column_53,False,name,152,None
CommonGovernment_8,column_3,CommonGovernment_8+column_3,False,name,4,None
CommonGovernment_8,column_4,CommonGovernment_8+column_4,False,code,30,None
CommonGovernment_8,column_6,CommonGovernment_8+column_6,False,type,84,None
CommonGovernment_8,column_7,CommonGovernment_8+column_7,False,code,99,type
CommonGovernment_8,column_11,CommonGovernment_8+column_11,False,code,72,None
CommonGovernment_8,column_12,CommonGovernment_8+column_12,False,name,108,None
CommonGovernment_8,column_13,CommonGovernment_8+column_13,False,type,99,type
CommonGovernment_8,column_14,CommonGovernment_8+column_14,False,name,70,name
CommonGovernment_8,column_16,CommonGovernment_8+column_16,False,code,30,None
CommonGovernment_8,column_22,CommonGovernment_8+column_22,False,description,4,None
CommonGovernment_8,column_28,CommonGovernment_8+column_28,False,name,4,None
CommonGovernment_8,column_32,CommonGovernment_8+column_32,False,category,158,category
CommonGovernment_8,column_33,CommonGovernment_8+column_33,False,category,25,category
CommonGovernment_8,column_34,CommonGovernment_8+column_34,False,code,100,None
CommonGovernment_8,column_35,CommonGovernment_8+column_35,False,name,126,None
CommonGovernment_8,column_41,CommonGovernment_8+column_41,False,code,225,None
CommonGovernment_8,column_42,CommonGovernment_8+column_42,False,description,93,description
CommonGovernment_8,column_43,CommonGovernment_8+column_43,False,code,225,None
CommonGovernment_8,column_44,CommonGovernment_8+column_44,False,description,67,None
CommonGovernment_8,column_53,CommonGovernment_8+column_53,False,name,152,None
CommonGovernment_9,column_3,CommonGovernment_9+column_3,False,name,4,None
CommonGovernment_9,column_4,CommonGovernment_9+column_4,False,code,30,None
CommonGovernment_9,column_6,CommonGovernment_9+column_6,False,type,84,None
CommonGovernment_9,column_7,CommonGovernment_9+column_7,False,code,99,type
CommonGovernment_9,column_8,CommonGovernment_9+column_8,False,type,181,type
CommonGovernment_9,column_11,CommonGovernment_9+column_11,False,code,72,None
CommonGovernment_9,column_12,CommonGovernment_9+column_12,False,name,108,None
CommonGovernment_9,column_13,CommonGovernment_9+column_13,False,type,99,type
CommonGovernment_9,column_14,CommonGovernment_9+column_14,False,name,70,name
CommonGovernment_9,column_15,CommonGovernment_9+column_15,False,state,88,state
CommonGovernment_9,column_16,CommonGovernment_9+column_16,False,code,30,None
CommonGovernment_9,column_22,CommonGovernment_9+column_22,False,description,4,None
CommonGovernment_9,column_28,CommonGovernment_9+column_28,False,name,4,None
CommonGovernment_9,column_32,CommonGovernment_9+column_32,False,category,158,category
CommonGovernment_9,column_34,CommonGovernment_9+column_34,False,code,100,None
CommonGovernment_9,column_35,CommonGovernment_9+column_35,False,name,126,None
CommonGovernment_9,column_41,CommonGovernment_9+column_41,False,code,225,None
CommonGovernment_9,column_42,CommonGovernment_9+column_42,False,description,93,description
CommonGovernment_9,column_43,CommonGovernment_9+column_43,False,code,225,None
CommonGovernment_9,column_44,CommonGovernment_9+column_44,False,description,67,None
CommonGovernment_9,column_49,CommonGovernment_9+column_49,False,name,98,None
CommonGovernment_9,column_53,CommonGovernment_9+column_53,False,name,152,None
CommonGovernment_9,column_55,CommonGovernment_9+column_55,False,year,3,year
Corporations_1,column_6,Corporations_1+column_6,False,country,127,None
Corporations_1,column_17,Corporations_1+column_17,False,description,1,address
Corporations_1,column_18,Corporations_1+column_18,False,name,123,None
Corporations_1,column_20,Corporations_1+column_20,False,region,1,address
HashTags_1,column_4,HashTags_1+column_4,False,language,87,language
HashTags_1,column_7,HashTags_1+column_7,False,name,19,None
HashTags_1,column_20,HashTags_1+column_20,False,type,143,None
HashTags_1,column_29,HashTags_1+column_29,False,name,1,address
HashTags_1,column_37,HashTags_1+column_37,False,country,1,address
