table,column,dataset_id,already_labeled,semanticType,cluster_label,predicted_type
RealEstate2_7,column_13,RealEstate2_7+column_13,True,code,63,code
Redfin1_1,column_4,Redfin1_1+column_4,True,city,34,city
Redfin1_1,column_36,Redfin1_1+column_36,True,region,103,region
Redfin1_2,column_36,Redfin1_2+column_36,True,region,103,region
Redfin1_3,column_30,Redfin1_3+column_30,True,duration,171,duration
Redfin2_1,column_30,Redfin2_1+column_30,True,duration,171,duration
Redfin4_1,column_4,Redfin4_1+column_4,True,city,34,city
Redfin4_1,column_45,Redfin4_1+column_45,True,state,44,state
Romance_1,column_9,Romance_1+column_9,True,collection,48,collection
Romance_2,column_9,Romance_2+column_9,True,collection,48,collection
Taxpayer_10,column_16,Taxpayer_10+column_16,True,gender,33,gender
Taxpayer_5,column_24,Taxpayer_5+column_24,True,type,83,type
Taxpayer_8,column_14,Taxpayer_8+column_14,True,country,97,country
Taxpayer_8,column_19,Taxpayer_8+column_19,True,state,35,state
Taxpayer_9,column_19,Taxpayer_9+column_19,True,state,35,state
TrainsUK1_2,column_8,TrainsUK1_2+column_8,True,operator,11,operator
TrainsUK1_2,column_15,TrainsUK1_2+column_15,True,ranking,85,ranking
TrainsUK1_3,column_8,TrainsUK1_3+column_8,True,operator,11,operator
TrainsUK1_3,column_15,TrainsUK1_3+column_15,True,ranking,85,ranking
TrainsUK1_4,column_15,TrainsUK1_4+column_15,True,ranking,85,ranking
TrainsUK1_4,column_16,TrainsUK1_4+column_16,True,location,31,location
TrainsUK2_1,column_4,TrainsUK2_1+column_4,True,operator,11,operator
Wins_1,column_151,Wins_1+column_151,True,sex,125,sex
Wins_2,column_460,Wins_2+column_460,True,sex,133,sex
Wins_2,column_529,Wins_2+column_529,True,weight,69,weight
Wins_2,column_597,Wins_2+column_597,True,class,20,class
Wins_2,column_604,Wins_2+column_604,True,owner,26,owner
Wins_3,column_529,Wins_3+column_529,True,weight,69,weight
Wins_3,column_604,Wins_3+column_604,True,owner,26,owner
Wins_4,column_460,Wins_4+column_460,True,sex,133,sex
Wins_4,column_529,Wins_4+column_529,True,weight,69,weight
Wins_4,column_604,Wins_4+column_604,True,owner,26,owner
YaleLanguages_1,column_1,YaleLanguages_1+column_1,True,format,90,format
YaleLanguages_2,column_0,YaleLanguages_2+column_0,True,year,23,year
YaleLanguages_2,column_1,YaleLanguages_2+column_1,True,format,90,format
YaleLanguages_2,column_10,YaleLanguages_2+column_10,True,range,24,range
YaleLanguages_2,column_11,YaleLanguages_2+column_11,True,range,57,range
YaleLanguages_2,column_15,YaleLanguages_2+column_15,True,language,126,language
YaleLanguages_3,column_15,YaleLanguages_3+column_15,True,language,127,language
YaleLanguages_4,column_1,YaleLanguages_4+column_1,True,format,90,format
YaleLanguages_4,column_7,YaleLanguages_4+column_7,True,class,42,class
YaleLanguages_4,column_11,YaleLanguages_4+column_11,True,range,57,range
YaleLanguages_5,column_5,YaleLanguages_5+column_5,True,class,0,class
CityMaxCapita_1,column_1,CityMaxCapita_1+column_1,False,state,147,None
CityMaxCapita_1,column_10,CityMaxCapita_1+column_10,False,gender,91,None
CityMaxCapita_1,column_29,CityMaxCapita_1+column_29,False,name,148,None
CityMaxCapita_1,column_30,CityMaxCapita_1+column_30,False,name,18,name
CMSprovider_1,column_5,CMSprovider_1+column_5,False,code,219,code
CMSprovider_1,column_6,CMSprovider_1+column_6,False,description,51,None
CMSprovider_1,column_12,CMSprovider_1+column_12,False,code,99,None
CMSprovider_1,column_13,CMSprovider_1+column_13,False,city,220,None
CMSprovider_1,column_14,CMSprovider_1+column_14,False,country,97,country
CMSprovider_1,column_15,CMSprovider_1+column_15,False,gender,33,gender
CMSprovider_1,column_16,CMSprovider_1+column_16,False,state,35,state
CMSprovider_1,column_17,CMSprovider_1+column_17,False,address,52,None
CMSprovider_1,column_18,CMSprovider_1+column_18,False,address,233,None
CMSprovider_2,column_5,CMSprovider_2+column_5,False,code,219,code
CMSprovider_2,column_6,CMSprovider_2+column_6,False,description,51,None
CMSprovider_2,column_12,CMSprovider_2+column_12,False,code,99,None
CMSprovider_2,column_13,CMSprovider_2+column_13,False,city,220,None
CMSprovider_2,column_14,CMSprovider_2+column_14,False,country,97,country
CMSprovider_2,column_15,CMSprovider_2+column_15,False,gender,33,gender
CMSprovider_2,column_16,CMSprovider_2+column_16,False,state,35,state
CMSprovider_2,column_17,CMSprovider_2+column_17,False,address,52,None
CMSprovider_2,column_22,CMSprovider_2+column_22,False,type,83,type
CommonGovernment_10,column_3,CommonGovernment_10+column_3,False,name,4,description
CommonGovernment_10,column_4,CommonGovernment_10+column_4,False,code,109,None
CommonGovernment_10,column_8,CommonGovernment_10+column_8,False,type,235,None
CommonGovernment_10,column_11,CommonGovernment_10+column_11,False,code,67,None
CommonGovernment_10,column_13,CommonGovernment_10+column_13,False,type,230,None
CommonGovernment_10,column_14,CommonGovernment_10+column_14,False,name,141,None
CommonGovernment_10,column_15,CommonGovernment_10+column_15,False,state,178,None
CommonGovernment_10,column_22,CommonGovernment_10+column_22,False,description,4,description
CommonGovernment_10,column_28,CommonGovernment_10+column_28,False,name,4,description
CommonGovernment_10,column_32,CommonGovernment_10+column_32,False,category,80,category
CommonGovernment_10,column_35,CommonGovernment_10+column_35,False,name,74,None
CommonGovernment_10,column_41,CommonGovernment_10+column_41,False,code,55,None
CommonGovernment_10,column_43,CommonGovernment_10+column_43,False,code,55,None
CommonGovernment_10,column_44,CommonGovernment_10+column_44,False,description,32,None
CommonGovernment_10,column_49,CommonGovernment_10+column_49,False,name,49,name
CommonGovernment_10,column_53,CommonGovernment_10+column_53,False,name,37,None
CommonGovernment_10,column_55,CommonGovernment_10+column_55,False,year,56,year
CommonGovernment_11,column_3,CommonGovernment_11+column_3,False,name,4,description
CommonGovernment_11,column_4,CommonGovernment_11+column_4,False,code,109,None
CommonGovernment_11,column_7,CommonGovernment_11+column_7,False,code,230,None
CommonGovernment_11,column_8,CommonGovernment_11+column_8,False,type,235,None
CommonGovernment_11,column_11,CommonGovernment_11+column_11,False,code,67,None
CommonGovernment_11,column_15,CommonGovernment_11+column_15,False,state,178,None
CommonGovernment_11,column_16,CommonGovernment_11+column_16,False,code,109,None
CommonGovernment_11,column_22,CommonGovernment_11+column_22,False,description,4,description
CommonGovernment_11,column_28,CommonGovernment_11+column_28,False,name,4,description
CommonGovernment_11,column_32,CommonGovernment_11+column_32,False,category,80,category
CommonGovernment_11,column_33,CommonGovernment_11+column_33,False,category,104,category
CommonGovernment_11,column_34,CommonGovernment_11+column_34,False,code,98,None
CommonGovernment_11,column_35,CommonGovernment_11+column_35,False,name,74,None
CommonGovernment_11,column_41,CommonGovernment_11+column_41,False,code,55,None
CommonGovernment_11,column_42,CommonGovernment_11+column_42,False,description,30,description
CommonGovernment_11,column_43,CommonGovernment_11+column_43,False,code,55,None
CommonGovernment_11,column_49,CommonGovernment_11+column_49,False,name,49,name
CommonGovernment_11,column_53,CommonGovernment_11+column_53,False,name,37,None
CommonGovernment_11,column_55,CommonGovernment_11+column_55,False,year,56,year
CommonGovernment_12,column_4,CommonGovernment_12+column_4,False,code,109,None
CommonGovernment_12,column_6,CommonGovernment_12+column_6,False,type,86,type
CommonGovernment_12,column_7,CommonGovernment_12+column_7,False,code,230,None
CommonGovernment_12,column_11,CommonGovernment_12+column_11,False,code,67,None
CommonGovernment_12,column_12,CommonGovernment_12+column_12,False,name,53,None
CommonGovernment_12,column_13,CommonGovernment_12+column_13,False,type,230,None
CommonGovernment_12,column_14,CommonGovernment_12+column_14,False,name,141,None
CommonGovernment_12,column_16,CommonGovernment_12+column_16,False,code,109,None
CommonGovernment_12,column_22,CommonGovernment_12+column_22,False,description,4,description
CommonGovernment_12,column_28,CommonGovernment_12+column_28,False,name,4,description
CommonGovernment_12,column_32,CommonGovernment_12+column_32,False,category,80,category
CommonGovernment_12,column_34,CommonGovernment_12+column_34,False,code,98,None
CommonGovernment_12,column_41,CommonGovernment_12+column_41,False,code,55,None
CommonGovernment_12,column_43,CommonGovernment_12+column_43,False,code,55,None
CommonGovernment_12,column_49,CommonGovernment_12+column_49,False,name,49,name
CommonGovernment_12,column_53,CommonGovernment_12+column_53,False,name,37,None
CommonGovernment_13,column_3,CommonGovernment_13+column_3,False,name,4,description
CommonGovernment_13,column_4,CommonGovernment_13+column_4,False,code,109,None
CommonGovernment_13,column_6,CommonGovernment_13+column_6,False,type,86,type
CommonGovernment_13,column_7,CommonGovernment_13+column_7,False,code,230,None
CommonGovernment_13,column_11,CommonGovernment_13+column_11,False,code,67,None
CommonGovernment_13,column_12,CommonGovernment_13+column_12,False,name,53,None
CommonGovernment_13,column_13,CommonGovernment_13+column_13,False,type,230,None
CommonGovernment_13,column_14,CommonGovernment_13+column_14,False,name,141,None
CommonGovernment_13,column_15,CommonGovernment_13+column_15,False,state,178,None
CommonGovernment_13,column_28,CommonGovernment_13+column_28,False,name,4,description
CommonGovernment_13,column_33,CommonGovernment_13+column_33,False,category,104,category
CommonGovernment_13,column_34,CommonGovernment_13+column_34,False,code,98,None
CommonGovernment_13,column_35,CommonGovernment_13+column_35,False,name,74,None
CommonGovernment_13,column_42,CommonGovernment_13+column_42,False,description,30,description
CommonGovernment_13,column_43,CommonGovernment_13+column_43,False,code,55,None
CommonGovernment_13,column_44,CommonGovernment_13+column_44,False,description,32,None
CommonGovernment_13,column_53,CommonGovernment_13+column_53,False,name,37,None
CommonGovernment_1,column_4,CommonGovernment_1+column_4,False,code,109,None
CommonGovernment_1,column_7,CommonGovernment_1+column_7,False,code,230,None
CommonGovernment_1,column_8,CommonGovernment_1+column_8,False,type,235,None
CommonGovernment_1,column_11,CommonGovernment_1+column_11,False,code,67,None
CommonGovernment_1,column_12,CommonGovernment_1+column_12,False,name,53,None
CommonGovernment_1,column_13,CommonGovernment_1+column_13,False,type,230,None
CommonGovernment_1,column_14,CommonGovernment_1+column_14,False,name,141,None
CommonGovernment_1,column_15,CommonGovernment_1+column_15,False,state,178,None
CommonGovernment_1,column_16,CommonGovernment_1+column_16,False,code,109,None
CommonGovernment_1,column_28,CommonGovernment_1+column_28,False,name,4,description
CommonGovernment_1,column_33,CommonGovernment_1+column_33,False,category,104,category
CommonGovernment_1,column_34,CommonGovernment_1+column_34,False,code,98,None
CommonGovernment_1,column_35,CommonGovernment_1+column_35,False,name,74,None
CommonGovernment_1,column_42,CommonGovernment_1+column_42,False,description,30,description
CommonGovernment_1,column_49,CommonGovernment_1+column_49,False,name,49,name
CommonGovernment_1,column_53,CommonGovernment_1+column_53,False,name,37,None
CommonGovernment_1,column_55,CommonGovernment_1+column_55,False,year,56,year
CommonGovernment_2,column_3,CommonGovernment_2+column_3,False,name,4,description
CommonGovernment_2,column_4,CommonGovernment_2+column_4,False,code,109,None
CommonGovernment_2,column_6,CommonGovernment_2+column_6,False,type,86,type
CommonGovernment_2,column_7,CommonGovernment_2+column_7,False,code,230,None
CommonGovernment_2,column_8,CommonGovernment_2+column_8,False,type,235,None
CommonGovernment_2,column_11,CommonGovernment_2+column_11,False,code,67,None
CommonGovernment_2,column_13,CommonGovernment_2+column_13,False,type,230,None
CommonGovernment_2,column_14,CommonGovernment_2+column_14,False,name,141,None
CommonGovernment_2,column_16,CommonGovernment_2+column_16,False,code,109,None
CommonGovernment_2,column_22,CommonGovernment_2+column_22,False,description,4,description
CommonGovernment_2,column_28,CommonGovernment_2+column_28,False,name,4,description
CommonGovernment_2,column_32,CommonGovernment_2+column_32,False,category,80,category
CommonGovernment_2,column_33,CommonGovernment_2+column_33,False,category,104,category
CommonGovernment_2,column_35,CommonGovernment_2+column_35,False,name,74,None
CommonGovernment_2,column_41,CommonGovernment_2+column_41,False,code,55,None
CommonGovernment_2,column_42,CommonGovernment_2+column_42,False,description,30,description
CommonGovernment_2,column_44,CommonGovernment_2+column_44,False,description,32,None
CommonGovernment_2,column_49,CommonGovernment_2+column_49,False,name,49,name
CommonGovernment_2,column_53,CommonGovernment_2+column_53,False,name,37,None
CommonGovernment_2,column_55,CommonGovernment_2+column_55,False,year,56,year
CommonGovernment_3,column_3,CommonGovernment_3+column_3,False,name,4,description
CommonGovernment_3,column_4,CommonGovernment_3+column_4,False,code,109,None
CommonGovernment_3,column_6,CommonGovernment_3+column_6,False,type,86,type
CommonGovernment_3,column_7,CommonGovernment_3+column_7,False,code,230,None
CommonGovernment_3,column_8,CommonGovernment_3+column_8,False,type,235,None
CommonGovernment_3,column_12,CommonGovernment_3+column_12,False,name,53,None
CommonGovernment_3,column_13,CommonGovernment_3+column_13,False,type,230,None
CommonGovernment_3,column_14,CommonGovernment_3+column_14,False,name,141,None
CommonGovernment_3,column_15,CommonGovernment_3+column_15,False,state,178,None
CommonGovernment_3,column_16,CommonGovernment_3+column_16,False,code,109,None
CommonGovernment_3,column_33,CommonGovernment_3+column_33,False,category,104,category
CommonGovernment_3,column_34,CommonGovernment_3+column_34,False,code,98,None
CommonGovernment_3,column_35,CommonGovernment_3+column_35,False,name,74,None
CommonGovernment_3,column_41,CommonGovernment_3+column_41,False,code,55,None
CommonGovernment_3,column_44,CommonGovernment_3+column_44,False,description,32,None
CommonGovernment_3,column_49,CommonGovernment_3+column_49,False,name,49,name
CommonGovernment_4,column_4,CommonGovernment_4+column_4,False,code,109,None
CommonGovernment_4,column_6,CommonGovernment_4+column_6,False,type,86,type
CommonGovernment_4,column_7,CommonGovernment_4+column_7,False,code,230,None
CommonGovernment_4,column_8,CommonGovernment_4+column_8,False,type,235,None
CommonGovernment_4,column_12,CommonGovernment_4+column_12,False,name,53,None
CommonGovernment_4,column_13,CommonGovernment_4+column_13,False,type,230,None
CommonGovernment_4,column_14,CommonGovernment_4+column_14,False,name,141,None
CommonGovernment_4,column_15,CommonGovernment_4+column_15,False,state,178,None
CommonGovernment_4,column_16,CommonGovernment_4+column_16,False,code,109,None
CommonGovernment_4,column_22,CommonGovernment_4+column_22,False,description,4,description
CommonGovernment_4,column_32,CommonGovernment_4+column_32,False,category,80,category
CommonGovernment_4,column_34,CommonGovernment_4+column_34,False,code,98,None
CommonGovernment_4,column_35,CommonGovernment_4+column_35,False,name,74,None
CommonGovernment_4,column_42,CommonGovernment_4+column_42,False,description,30,description
CommonGovernment_4,column_43,CommonGovernment_4+column_43,False,code,55,None
CommonGovernment_4,column_44,CommonGovernment_4+column_44,False,description,32,None
CommonGovernment_4,column_49,CommonGovernment_4+column_49,False,name,49,name
CommonGovernment_4,column_55,CommonGovernment_4+column_55,False,year,56,year
CommonGovernment_5,column_3,CommonGovernment_5+column_3,False,name,4,description
CommonGovernment_5,column_4,CommonGovernment_5+column_4,False,code,109,None
CommonGovernment_5,column_6,CommonGovernment_5+column_6,False,type,86,type
CommonGovernment_5,column_7,CommonGovernment_5+column_7,False,code,230,None
CommonGovernment_5,column_8,CommonGovernment_5+column_8,False,type,235,None
CommonGovernment_5,column_11,CommonGovernment_5+column_11,False,code,67,None
CommonGovernment_5,column_13,CommonGovernment_5+column_13,False,type,230,None
CommonGovernment_5,column_14,CommonGovernment_5+column_14,False,name,141,None
CommonGovernment_5,column_16,CommonGovernment_5+column_16,False,code,109,None
CommonGovernment_5,column_22,CommonGovernment_5+column_22,False,description,4,description
CommonGovernment_5,column_28,CommonGovernment_5+column_28,False,name,4,description
CommonGovernment_5,column_32,CommonGovernment_5+column_32,False,category,80,category
CommonGovernment_5,column_33,CommonGovernment_5+column_33,False,category,104,category
CommonGovernment_5,column_34,CommonGovernment_5+column_34,False,code,98,None
CommonGovernment_5,column_41,CommonGovernment_5+column_41,False,code,55,None
CommonGovernment_5,column_42,CommonGovernment_5+column_42,False,description,30,description
CommonGovernment_5,column_43,CommonGovernment_5+column_43,False,code,55,None
CommonGovernment_5,column_49,CommonGovernment_5+column_49,False,name,49,name
CommonGovernment_5,column_53,CommonGovernment_5+column_53,False,name,37,None
CommonGovernment_5,column_55,CommonGovernment_5+column_55,False,year,56,year
CommonGovernment_6,column_7,CommonGovernment_6+column_7,False,code,230,None
CommonGovernment_6,column_8,CommonGovernment_6+column_8,False,type,235,None
CommonGovernment_6,column_11,CommonGovernment_6+column_11,False,code,67,None
CommonGovernment_6,column_12,CommonGovernment_6+column_12,False,name,53,None
CommonGovernment_6,column_13,CommonGovernment_6+column_13,False,type,230,None
CommonGovernment_6,column_14,CommonGovernment_6+column_14,False,name,141,None
CommonGovernment_6,column_15,CommonGovernment_6+column_15,False,state,178,None
CommonGovernment_6,column_16,CommonGovernment_6+column_16,False,code,109,None
CommonGovernment_6,column_22,CommonGovernment_6+column_22,False,description,4,description
CommonGovernment_6,column_28,CommonGovernment_6+column_28,False,name,4,description
CommonGovernment_6,column_32,CommonGovernment_6+column_32,False,category,80,category
CommonGovernment_6,column_33,CommonGovernment_6+column_33,False,category,104,category
CommonGovernment_6,column_34,CommonGovernment_6+column_34,False,code,98,None
CommonGovernment_6,column_42,CommonGovernment_6+column_42,False,description,30,description
CommonGovernment_6,column_43,CommonGovernment_6+column_43,False,code,55,None
CommonGovernment_6,column_44,CommonGovernment_6+column_44,False,description,32,None
CommonGovernment_6,column_55,CommonGovernment_6+column_55,False,year,56,year
CommonGovernment_7,column_3,CommonGovernment_7+column_3,False,name,4,description
CommonGovernment_7,column_4,CommonGovernment_7+column_4,False,code,109,None
CommonGovernment_7,column_6,CommonGovernment_7+column_6,False,type,86,type
CommonGovernment_7,column_7,CommonGovernment_7+column_7,False,code,230,None
CommonGovernment_7,column_8,CommonGovernment_7+column_8,False,type,235,None
CommonGovernment_7,column_11,CommonGovernment_7+column_11,False,code,67,None
CommonGovernment_7,column_12,CommonGovernment_7+column_12,False,name,53,None
CommonGovernment_7,column_13,CommonGovernment_7+column_13,False,type,230,None
CommonGovernment_7,column_14,CommonGovernment_7+column_14,False,name,141,None
CommonGovernment_7,column_15,CommonGovernment_7+column_15,False,state,178,None
CommonGovernment_7,column_16,CommonGovernment_7+column_16,False,code,109,None
CommonGovernment_7,column_22,CommonGovernment_7+column_22,False,description,4,description
CommonGovernment_7,column_28,CommonGovernment_7+column_28,False,name,4,description
CommonGovernment_7,column_32,CommonGovernment_7+column_32,False,category,80,category
CommonGovernment_7,column_33,CommonGovernment_7+column_33,False,category,104,category
CommonGovernment_7,column_34,CommonGovernment_7+column_34,False,code,98,None
CommonGovernment_7,column_42,CommonGovernment_7+column_42,False,description,30,description
CommonGovernment_7,column_44,CommonGovernment_7+column_44,False,description,32,None
CommonGovernment_7,column_49,CommonGovernment_7+column_49,False,name,49,name
CommonGovernment_7,column_55,CommonGovernment_7+column_55,False,year,56,year
CommonGovernment_8,column_3,CommonGovernment_8+column_3,False,name,4,description
CommonGovernment_8,column_4,CommonGovernment_8+column_4,False,code,109,None
CommonGovernment_8,column_6,CommonGovernment_8+column_6,False,type,86,type
CommonGovernment_8,column_7,CommonGovernment_8+column_7,False,code,230,None
CommonGovernment_8,column_8,CommonGovernment_8+column_8,False,type,235,None
CommonGovernment_8,column_11,CommonGovernment_8+column_11,False,code,67,None
CommonGovernment_8,column_13,CommonGovernment_8+column_13,False,type,230,None
CommonGovernment_8,column_16,CommonGovernment_8+column_16,False,code,109,None
CommonGovernment_8,column_22,CommonGovernment_8+column_22,False,description,4,description
CommonGovernment_8,column_28,CommonGovernment_8+column_28,False,name,4,description
CommonGovernment_8,column_32,CommonGovernment_8+column_32,False,category,80,category
CommonGovernment_8,column_33,CommonGovernment_8+column_33,False,category,104,category
CommonGovernment_8,column_34,CommonGovernment_8+column_34,False,code,98,None
CommonGovernment_8,column_35,CommonGovernment_8+column_35,False,name,74,None
CommonGovernment_8,column_42,CommonGovernment_8+column_42,False,description,30,description
CommonGovernment_8,column_43,CommonGovernment_8+column_43,False,code,55,None
CommonGovernment_8,column_44,CommonGovernment_8+column_44,False,description,32,None
CommonGovernment_9,column_3,CommonGovernment_9+column_3,False,name,4,description
CommonGovernment_9,column_4,CommonGovernment_9+column_4,False,code,109,None
CommonGovernment_9,column_6,CommonGovernment_9+column_6,False,type,86,type
CommonGovernment_9,column_7,CommonGovernment_9+column_7,False,code,230,None
CommonGovernment_9,column_8,CommonGovernment_9+column_8,False,type,235,None
CommonGovernment_9,column_12,CommonGovernment_9+column_12,False,name,53,None
CommonGovernment_9,column_13,CommonGovernment_9+column_13,False,type,230,None
CommonGovernment_9,column_16,CommonGovernment_9+column_16,False,code,109,None
CommonGovernment_9,column_22,CommonGovernment_9+column_22,False,description,4,description
CommonGovernment_9,column_28,CommonGovernment_9+column_28,False,name,4,description
CommonGovernment_9,column_33,CommonGovernment_9+column_33,False,category,104,category
CommonGovernment_9,column_34,CommonGovernment_9+column_34,False,code,98,None
CommonGovernment_9,column_41,CommonGovernment_9+column_41,False,code,55,None
CommonGovernment_9,column_42,CommonGovernment_9+column_42,False,description,30,description
CommonGovernment_9,column_43,CommonGovernment_9+column_43,False,code,55,None
CommonGovernment_9,column_44,CommonGovernment_9+column_44,False,description,32,None
CommonGovernment_9,column_53,CommonGovernment_9+column_53,False,name,37,None
CommonGovernment_9,column_55,CommonGovernment_9+column_55,False,year,56,year
Corporations_1,column_6,Corporations_1+column_6,False,country,128,None
Corporations_1,column_16,Corporations_1+column_16,False,location,197,None
Corporations_1,column_17,Corporations_1+column_17,False,description,13,address
Corporations_1,column_18,Corporations_1+column_18,False,name,239,None
Euro2016_1,column_2,Euro2016_1+column_2,False,language,43,language
HashTags_1,column_6,HashTags_1+column_6,False,name,25,None
HashTags_1,column_20,HashTags_1+column_20,False,type,151,None
HashTags_1,column_32,HashTags_1+column_32,False,language,43,language
HashTags_1,column_37,HashTags_1+column_37,False,country,13,address
HashTags_1,column_42,HashTags_1+column_42,False,type,13,address
HashTags_1,column_48,HashTags_1+column_48,False,description,223,None
HashTags_1,column_57,HashTags_1+column_57,False,location,212,None
HashTags_1,column_58,HashTags_1+column_58,False,name,25,None
Hatred_1,column_0,Hatred_1+column_0,False,city,124,None
Hatred_1,column_10,Hatred_1+column_10,False,gender,91,None
Hatred_1,column_15,Hatred_1+column_15,False,language,43,language
Hatred_1,column_18,Hatred_1+column_18,False,type,215,None
Hatred_1,column_22,Hatred_1+column_22,False,region,191,None
Hatred_1,column_23,Hatred_1+column_23,False,location,211,None
Hatred_1,column_29,Hatred_1+column_29,False,name,18,name
IGlocations1_1,column_4,IGlocations1_1+column_4,False,code,120,None
IGlocations1_1,column_16,IGlocations1_1+column_16,False,code,73,None
IGlocations1_1,column_17,IGlocations1_1+column_17,False,state,164,None
IGlocations2_1,column_2,IGlocations2_1+column_2,False,city,84,None
IGlocations2_1,column_3,IGlocations2_1+column_3,False,country,97,country
IGlocations2_1,column_10,IGlocations2_1+column_10,False,type,135,None
IGlocations2_1,column_12,IGlocations2_1+column_12,False,state,150,None
IGlocations2_1,column_14,IGlocations2_1+column_14,False,name,38,None
IGlocations2_2,column_2,IGlocations2_2+column_2,False,city,84,None
IGlocations2_2,column_3,IGlocations2_2+column_3,False,country,97,country
IGlocations2_2,column_10,IGlocations2_2+column_10,False,type,135,None
IGlocations2_2,column_12,IGlocations2_2+column_12,False,state,150,None
IGlocations2_2,column_13,IGlocations2_2+column_13,False,state,150,None
IGlocations2_2,column_14,IGlocations2_2+column_14,False,name,38,None
IUBLibrary_1,column_0,IUBLibrary_1+column_0,False,name,217,None
IUBLibrary_1,column_4,IUBLibrary_1+column_4,False,class,175,None
IUBLibrary_1,column_8,IUBLibrary_1+column_8,False,format,183,None
IUBLibrary_1,column_12,IUBLibrary_1+column_12,False,language,163,None
IUBLibrary_1,column_17,IUBLibrary_1+column_17,False,year,122,None
IUBLibrary_1,column_23,IUBLibrary_1+column_23,False,type,221,None
Medicare1_1,column_7,Medicare1_1+column_7,False,description,106,None
Medicare1_1,column_8,Medicare1_1+column_8,False,name,8,None
Medicare1_1,column_10,Medicare1_1+column_10,False,name,8,None
Medicare1_1,column_13,Medicare1_1+column_13,False,name,72,None
Medicare1_1,column_14,Medicare1_1+column_14,False,name,45,organisation
Medicare1_1,column_15,Medicare1_1+column_15,False,state,35,state
Medicare1_1,column_20,Medicare1_1+column_20,False,day,165,None
Medicare1_1,column_25,Medicare1_1+column_25,False,day,3,day
Medicare1_2,column_7,Medicare1_2+column_7,False,description,106,None
Medicare1_2,column_8,Medicare1_2+column_8,False,name,8,None
Medicare1_2,column_10,Medicare1_2+column_10,False,name,8,None
Medicare1_2,column_12,Medicare1_2+column_12,False,city,220,None
